PLAYER_NAME,TEAM_NAME,COUNTRY,POINT_PER_GAME,REBOUND_PER_GAME,ASSIST_PER_GAME
ron-boone,Sacramento Kings,USA,13.9,2.8,3.4
calvin-booth,Oklahoma City Thunder,USA,3.3,2.8,0.4
keith-booth,Chicago Bulls,USA,2.9,2.2,0.9
bob-boozer,Sacramento Kings,USA,14.8,8.1,1.4
carlos-boozer,Utah Jazz,USA,16.2,9.5,2.2
curtis-borchardt,Utah Jazz,USA,3.1,3.3,0.8
jake-bornheimer,Golden State Warriors,USA,4.6,,0.7
lazaro-borrell,Oklahoma City Thunder,Cuba,3.6,2.4,0.6
costic-borsavage,Golden State Warriors,USA,2.7,1.0,0.2
vince-boryla,New York Knicks,USA,11.2,3.7,2.1
chris-bosh,Miami Heat,USA,19.2,8.5,2.0
jim-bostic,Detroit Pistons,USA,6.5,4.0,0.8
brandon-boston,New Orleans Pelicans,USA,10.7,3.2,2.2
lawrence-boston,Washington Wizards,USA,4.3,3.0,0.2
tom-boswell,Boston Celtics,USA,7.7,4.7,1.6
chris-boucher,Toronto Raptors,Saint Lucia,10.0,4.5,0.7
james-bouknight,Charlotte Hornets,USA,4.8,1.7,0.9
ruben-boumtje-boumtje,Portland Trail Blazers,USA,1.0,1.3,0.1
jamaree-bouyea,Milwaukee Bucks,USA,3.4,1.0,2.0
don-boven,Detroit Pistons,USA,9.0,4.2,2.0
cal-bowdler,Atlanta Hawks,USA,3.0,1.9,0.2
bruce-bowen,San Antonio Spurs,USA,6.1,2.8,1.2
ryan-bowen,Denver Nuggets,USA,2.6,2.1,0.5
brian-bowen-ii,Indiana Pacers,USA,0.8,0.8,0.0
anthony-bowie,Orlando Magic,USA,6.4,2.2,1.8
sam-bowie,Brooklyn Nets,USA,10.9,7.5,2.1
ira-bowman,Philadelphia 76ers,USA,0.9,0.3,0.5
ky-bowman,Golden State Warriors,USA,7.4,2.7,2.9
nate-bowman,New York Knicks,USA,2.9,3.3,0.7
donnie-boyce,Atlanta Hawks,USA,2.6,0.8,0.5
dennis-boyd,Detroit Pistons,USA,1.2,0.4,1.4
fred-boyd,Philadelphia 76ers,USA,8.5,1.6,3.0
ken-boyd,Utah Jazz,USA,3.2,0.8,0.3
earl-boykins,Denver Nuggets,USA,8.9,1.3,3.2
harry-boykoff,Waterloo Hawks,USA,10.1,4.6,1.9
winford-boynes,Brooklyn Nets,USA,8.4,2.1,1.2
cedric-bozeman,Atlanta Hawks,USA,1.1,1.0,0.4
steve-bracey,Atlanta Hawks,USA,6.1,1.6,2.2
craig-brackins,Philadelphia 76ers,USA,1.8,1.1,0.5
gary-bradds,Washington Wizards,USA,3.3,2.1,0.5
alex-bradley,New York Knicks,USA,3.5,1.7,0.3
alonzo-bradley,Houston Rockets,USA,4.4,1.5,0.7
avery-bradley,Los Angeles Lakers,USA,11.0,2.8,1.7
bill-bradley,New York Knicks,USA,12.4,3.2,3.4
charles-bradley,Boston Celtics,USA,3.2,1.1,0.5
dudley-bradley,Indiana Pacers,USA,5.2,1.8,1.9
joe-bradley,Chicago Stags,USA,1.9,,0.8
michael-bradley,Toronto Raptors,USA,2.8,3.4,0.5
shawn-bradley,Dallas Mavericks,USA,8.1,6.3,0.7
tony-bradley,Indiana Pacers,USA,4.4,3.0,0.4
mark-bradtke,Philadelphia 76ers,Australia,1.6,1.9,0.2
marques-bragg,Minnesota Timberwolves,USA,2.5,1.5,0.2
torraye-braggs,Houston Rockets,USA,2.1,2.3,0.3
aj-bramlett,Cleveland Cavaliers,USA,1.0,2.8,0.0
adrian-branch,Portland Trail Blazers,USA,6.4,1.9,0.7
elton-brand,LA Clippers,USA,15.9,8.5,2.1
terrell-brandon,Cleveland Cavaliers,USA,13.8,3.0,6.1
malaki-branham,San Antonio Spurs,USA,5.0,1.1,0.8
bob-brannum,Boston Celtics,USA,7.3,7.0,2.1
brad-branson,Indiana Pacers,USA,5.4,2.9,0.7
jesse-branson,Philadelphia 76ers,USA,1.0,1.8,0.2
jarrell-brantley,Utah Jazz,USA,2.7,1.3,0.7
jim-brasco,Atlanta Hawks,USA,3.7,1.3,1.1
mike-bratz,Phoenix Suns,USA,7.0,1.8,3.2
carl-braun,New York Knicks,USA,13.5,3.4,3.7
christian-braun,Denver Nuggets,USA,15.4,5.2,2.6
ignas-brazdeikis,Orlando Magic,Canada,5.0,1.9,0.9
tim-breaux,Houston Rockets,USA,2.9,0.9,0.4
jr-bremer,Boston Celtics,USA,6.5,1.8,2.2
pete-brennan,New York Knicks,USA,2.5,1.9,0.4
tom-brennan,Golden State Warriors,USA,0.9,0.5,0.2
randy-breuer,Milwaukee Bucks,USA,6.8,4.4,0.9
corey-brewer,Minnesota Timberwolves,USA,8.7,2.8,1.5
jamison-brewer,Indiana Pacers,USA,1.6,0.9,1.0
jim-brewer,Cleveland Cavaliers,USA,5.8,6.3,1.5
ron-brewer,Portland Trail Blazers,USA,11.9,1.9,1.8
ronnie-brewer,Utah Jazz,USA,7.8,2.8,1.6
primoz-brezec,Charlotte Hornets,Slovenia,7.2,3.9,0.5
frank-brian,Detroit Pistons,USA,12.3,2.4,2.6
frank-brickowski,Milwaukee Bucks,USA,10.0,4.7,1.9
junior-bridgeman,Milwaukee Bucks,USA,13.6,3.5,2.4
bill-bridges,Atlanta Hawks,USA,11.9,11.9,2.8
jalen-bridges,Phoenix Suns,USA,1.1,0.5,0.0
mikal-bridges,New York Knicks,USA,17.6,3.2,3.7
miles-bridges,Charlotte Hornets,USA,20.3,7.5,3.9
al-brightman,Boston Celtics,USA,9.8,,1.0
amida-brimah,Denver Nuggets,USA,2.6,1.6,0.2
audley-brindley,New York Knicks,USA,2.8,,0.1
isaiah-briscoe,Orlando Magic,USA,3.5,1.9,2.2
john-brisker,Oklahoma City Thunder,USA,11.9,4.0,1.8
oshae-brissett,Philadelphia 76ers,Canada,8.7,3.7,0.7
allan-bristow,San Antonio Spurs,USA,7.9,4.0,3.2
tyrone-britt,Houston Rockets,USA,2.5,1.4,1.1
wayman-britt,Detroit Pistons,USA,1.3,0.6,0.3
mike-brittain,San Antonio Spurs,USA,1.7,1.4,0.2
david-britton,Washington Wizards,USA,2.0,1.0,1.5
izaiah-brockington,New Orleans Pelicans,USA,4.0,2.0,0.0
jon-brockman,Milwaukee Bucks,USA,2.1,3.1,0.3
ryan-broekhoff,Dallas Mavericks,Australia,4.0,1.8,0.6
jim-brogan,LA Clippers,USA,5.1,1.5,1.8
malcolm-brogdon,Washington Wizards,USA,12.7,3.8,4.1
gary-brokaw,Milwaukee Bucks,USA,8.0,1.7,3.0
price-brookfield,Indianapolis Jets,USA,7.8,,2.2
aaron-brooks,Houston Rockets,USA,9.7,1.7,3.0
armoni-brooks,Brooklyn Nets,USA,6.6,2.3,1.2
dillon-brooks,Houston Rockets,Canada,14.0,3.7,1.7
kevin-brooks,Denver Nuggets,USA,3.3,1.1,0.4
marshon-brooks,Brooklyn Nets,USA,8.0,2.1,1.4
michael-brooks,LA Clippers,USA,12.8,6.3,2.6
scott-brooks,Houston Rockets,USA,4.9,1.0,2.4
keion-brooks-jr,New Orleans Pelicans,USA,10.1,4.1,0.9
andre-brown,Oklahoma City Thunder,USA,2.6,2.4,0.1
anthony-brown,Los Angeles Lakers,USA,3.9,2.5,0.7
bob-brown,Denver Nuggets,USA,10.1,,1.4
bobby-brown,Sacramento Kings,USA,4.4,0.7,1.5
bruce-brown,New Orleans Pelicans,USA,8.3,4.0,2.0
chucky-brown,Cleveland Cavaliers,USA,5.9,3.1,0.8
damone-brown,Philadelphia 76ers,USA,2.8,1.3,0.5
darrell-brown,Baltimore Bullets,USA,1.3,,0.0
dee-brown,Boston Celtics,USA,11.1,2.6,3.7
dee-brown,Utah Jazz,USA,2.1,1.0,1.8
derrick-brown,Charlotte Hornets,USA,5.2,2.4,0.7
devin-brown,New Orleans Pelicans,USA,7.2,2.8,1.5
ernest-brown,Miami Heat,USA,1.0,2.0,0.0
fred-brown,Oklahoma City Thunder,USA,14.6,2.7,3.3
george-brown,Los Angeles Lakers,USA,1.0,1.0,0.0
gerald-brown,Phoenix Suns,USA,2.4,0.7,0.9
harold-brown,Detroit Falcons,USA,4.9,,0.7
jabari-brown,Los Angeles Lakers,USA,11.9,1.9,2.1
jaylen-brown,Boston Celtics,USA,22.2,5.8,4.5
john-brown,Atlanta Hawks,USA,7.4,4.4,1.4
kedrick-brown,Boston Celtics,USA,3.6,2.4,0.7
kendall-brown,Brooklyn Nets,USA,1.4,0.5,0.4
kobe-brown,LA Clippers,USA,1.9,1.6,0.6
kwame-brown,Washington Wizards,USA,6.6,5.5,0.9
leon-brown,Cleveland Rebels,USA,0.0,,0.0
lewis-brown,Washington Wizards,USA,1.0,1.0,0.0
lorenzo-brown,Toronto Raptors,USA,2.8,1.5,1.8
marcus-brown,Portland Trail Blazers,USA,3.4,0.8,0.9
markel-brown,Brooklyn Nets,USA,5.2,2.1,1.2
mike-brown,Utah Jazz,USA,5.0,4.4,0.7
moses-brown,Dallas Mavericks,USA,5.8,3.4,0.2
myron-brown,Minnesota Timberwolves,USA,2.3,0.8,1.5
pj-brown,New Orleans Pelicans,USA,9.1,7.7,1.5
randy-brown,Chicago Bulls,USA,4.8,1.8,2.2
raymond-brown,Utah Jazz,USA,1.0,0.9,0.3
rickey-brown,Golden State Warriors,USA,4.4,3.5,0.4
roger-brown,Detroit Pistons,USA,1.8,3.0,0.3
shannon-brown,Los Angeles Lakers,USA,7.6,1.9,1.1
stan-brown,Golden State Warriors,USA,3.1,1.1,0.3
sterling-brown,Los Angeles Lakers,USA,5.3,3.3,1.0
tierre-brown,Los Angeles Lakers,USA,3.9,1.2,2.0
tony-brown,Milwaukee Bucks,USA,6.0,2.1,1.6
greg-brown-iii,Dallas Mavericks,USA,3.8,2.3,0.6
charlie-brown-jr,Charlotte Hornets,USA,2.0,1.1,0.3
chaundee-brown-jr,Atlanta Hawks,USA,6.2,3.2,0.8
troy-brown-jr,Detroit Pistons,USA,6.2,3.6,1.4
jim-browne,Denver Nuggets,USA,1.4,,0.2
stanley-brundy,Brooklyn Nets,USA,2.3,1.6,0.2
jalen-brunson,New York Knicks,USA,26.0,2.9,7.3
rick-brunson,Portland Trail Blazers,USA,3.2,1.3,2.6
nicolas-brussino,Dallas Mavericks,Argentina,2.6,1.7,0.8
elijah-bryant,Milwaukee Bucks,USA,16.0,6.0,3.0
emmette-bryant,New York Knicks,USA,6.6,2.8,3.0
joe-bryant,Philadelphia 76ers,USA,8.7,4.0,1.7
kobe-bryant,Los Angeles Lakers,USA,25.0,5.2,4.7
mark-bryant,Portland Trail Blazers,USA,5.4,3.8,0.6
thomas-bryant,Indiana Pacers,USA,6.5,3.8,0.8
wallace-bryant,Dallas Mavericks,USA,3.2,3.7,1.1
torgeir-bryn,LA Clippers,Norway,1.3,0.7,0.0
shaq-buchanan,Memphis Grizzlies,USA,1.0,1.0,1.0
joe-buckhalter,Sacramento Kings,USA,5.8,4.1,0.7
steve-bucknall,Los Angeles Lakers,USA,1.3,0.4,0.6
cleveland-buckner,New York Knicks,USA,6.0,3.5,0.6
greg-buckner,Dallas Mavericks,USA,5.0,2.8,1.3
quinn-buckner,Milwaukee Bucks,USA,8.2,2.7,4.3
dave-budd,New York Knicks,USA,7.1,4.6,1.0
chase-budinger,Houston Rockets,USA,7.9,3.0,1.2
walter-budko,Baltimore Bullets,USA,8.1,5.4,1.9
jud-buechler,Chicago Bulls,USA,3.3,1.8,0.8
kobe-bufkin,Atlanta Hawks,USA,5.3,2.1,1.7
rodney-buford,Brooklyn Nets,USA,6.4,2.6,0.8
matt-bullard,Houston Rockets,USA,5.3,2.0,0.9
reggie-bullock-jr,Houston Rockets,USA,7.3,2.6,1.2
greg-bunch,New York Knicks,USA,2.3,1.4,0.3
dick-bunt,Baltimore Bullets,USA,3.5,1.1,0.7
bill-buntin,Detroit Pistons,USA,7.7,6.0,0.9
luther-burden,New York Knicks,USA,5.5,1.0,1.0
pat-burke,Phoenix Suns,Ireland,3.7,2.1,0.3
trey-burke,Dallas Mavericks,USA,9.6,1.8,3.1
roger-burkman,Chicago Bulls,USA,0.8,1.0,0.8
alec-burks,Miami Heat,USA,7.3,2.5,1.1
antonio-burks,Memphis Grizzlies,USA,2.3,0.6,1.3
kevin-burleson,Charlotte Hornets,USA,1.8,0.7,1.2
tom-burleson,Oklahoma City Thunder,USA,9.4,6.3,1.3
jack-burmaster,Sheboygan Redskins,USA,9.8,,2.9
david-burns,Denver Nuggets,USA,2.6,0.6,1.7
evers-burns,Sacramento Kings,USA,2.4,1.3,0.4
jim-burns,Chicago Bulls,USA,1.3,0.7,0.3
scott-burrell,Charlotte Hornets,USA,6.9,3.5,1.4
art-burris,Atlanta Hawks,USA,2.5,2.8,0.7
junior-burrough,Boston Celtics,USA,3.1,1.8,0.2
bob-burrow,Sacramento Kings,USA,5.7,4.4,0.6
deonte-burton,Oklahoma City Thunder,USA,2.5,1.2,0.4
ed-burton,New York Knicks,USA,2.2,1.2,0.2
willie-burton,Miami Heat,USA,10.3,2.9,1.2
steve-burtt,Golden State Warriors,USA,5.8,0.9,1.2
don-buse,Phoenix Suns,USA,6.9,2.3,4.5
brian-butch,Denver Nuggets,USA,,,
donnie-butcher,Detroit Pistons,USA,6.1,2.9,2.1
al-butler,New York Knicks,USA,9.8,3.0,2.3
caron-butler,Washington Wizards,USA,14.1,5.0,2.3
dasean-butler,San Antonio Spurs,USA,,,
greg-butler,New York Knicks,USA,1.4,1.0,0.1
jackie-butler,New York Knicks,USA,5.0,3.0,0.4
jared-butler,Philadelphia 76ers,USA,9.0,1.8,3.7
mitchell-butler,Washington Wizards,USA,5.2,2.0,0.9
rasual-butler,New Orleans Pelicans,USA,7.5,2.4,0.8
jimmy-butler-iii,Golden State Warriors,USA,17.5,5.4,5.4
john-butler-jr,Portland Trail Blazers,USA,2.4,0.9,0.6
dwight-buycks,Detroit Pistons,USA,6.3,1.6,1.7
matas-buzelis,Chicago Bulls,USA,8.6,3.5,1.0
derrick-byars,San Antonio Spurs,USA,5.0,5.5,0.5
andrew-bynum,Los Angeles Lakers,USA,11.5,7.7,1.2
will-bynum,Detroit Pistons,USA,8.1,1.6,3.3
marty-byrnes,Indiana Pacers,USA,5.7,2.2,1.6
tommy-byrnes,New York Knicks,USA,6.5,1.5,1.2
mike-bytzura,Pittsburgh Ironmen,USA,3.5,,0.5
zarko-cabarkapa,Golden State Warriors,Serbia,4.3,2.1,0.6
barney-cable,Philadelphia 76ers,USA,6.6,5.2,1.0
bruno-caboclo,Houston Rockets,Brazil,4.2,2.6,0.7
devontae-cacok,Portland Trail Blazers,USA,2.5,2.2,0.2
jason-caffey,Chicago Bulls,USA,7.3,4.4,0.9
michael-cage,Oklahoma City Thunder,USA,7.3,7.6,0.9
jamal-cain,New Orleans Pelicans,USA,5.3,2.3,0.6
gerry-calabrese,Philadelphia 76ers,USA,4.7,1.4,1.4
nick-calathes,Memphis Grizzlies,USA,4.6,1.9,2.7
jose-calderon,Toronto Raptors,Spain,8.9,2.4,5.8
adrian-caldwell,Houston Rockets,USA,2.0,2.5,0.2
jim-caldwell,New York Knicks,USA,0.0,0.5,0.5
joe-caldwell,Atlanta Hawks,USA,15.2,5.1,2.7
kentavious-caldwell-pope,Orlando Magic,USA,8.7,2.2,1.8
bill-calhoun,Atlanta Hawks,USA,7.8,4.0,2.3
corky-calhoun,Phoenix Suns,USA,5.3,3.6,1.1
demetrius-calip,Los Angeles Lakers,USA,1.6,0.7,1.7
tom-callahan,Providence Steamrollers,USA,1.3,,0.3
rick-calloway,Sacramento Kings,USA,3.2,1.2,1.0
ernie-calverley,Providence Steamrollers,USA,11.9,,3.5
mack-calvin,Denver Nuggets,USA,7.0,1.2,2.5
toumani-camara,Portland Trail Blazers,Belgium,11.3,5.8,2.2
dexter-cambridge,Dallas Mavericks,USA,7.0,3.2,1.1
marcus-camby,Denver Nuggets,USA,9.5,9.8,1.9
facundo-campazzo,Dallas Mavericks,Argentina,5.3,1.8,3.3
elden-campbell,Los Angeles Lakers,USA,10.3,5.9,1.1
tony-campbell,Minnesota Timberwolves,USA,11.6,3.1,1.5
isaiah-canaan,Philadelphia 76ers,USA,8.1,1.9,1.9
devin-cannady,Orlando Magic,USA,6.5,0.8,0.8
larry-cannon,Philadelphia 76ers,USA,6.2,1.9,2.7
clint-capela,Atlanta Hawks,Switzerland,8.9,8.5,1.1
derrick-caracter,Los Angeles Lakers,USA,2.0,1.0,0.2
brian-cardinal,Memphis Grizzlies,USA,4.6,2.3,1.0
vernon-carey-jr,Utah Jazz,USA,1.9,1.4,0.1
howie-carl,Washington Wizards,USA,5.5,1.3,1.8
chet-carlisle,Chicago Stags,USA,5.0,,0.3
geno-carlisle,Portland Trail Blazers,USA,1.3,0.2,0.2
rick-carlisle,Boston Celtics,USA,2.2,0.8,1.1
al-carlson,Oklahoma City Thunder,USA,2.6,2.6,0.5
branden-carlson,Oklahoma City Thunder,USA,3.8,1.7,0.4
don-carlson,Los Angeles Lakers,USA,8.0,1.7,1.8
bob-carney,Los Angeles Lakers,USA,3.6,2.4,0.8
rodney-carney,Philadelphia 76ers,USA,5.9,2.0,0.4
bob-carpenter,Detroit Pistons,USA,7.7,4.1,1.4
antoine-carr,Atlanta Hawks,USA,9.3,3.4,1.1
austin-carr,Cleveland Cavaliers,USA,15.4,2.9,2.8
chris-carr,Minnesota Timberwolves,USA,6.7,2.2,1.0
cory-carr,Chicago Bulls,USA,4.1,1.2,1.6
kenny-carr,Portland Trail Blazers,USA,11.6,7.4,1.4
ml-carr,Boston Celtics,USA,9.7,4.3,1.8
bob-carrington,Brooklyn Nets,USA,8.2,2.3,1.5
bub-carrington,Washington Wizards,USA,9.8,4.2,4.4
demarre-carroll,Atlanta Hawks,USA,8.9,4.2,1.3
joe-barry-carroll,Golden State Warriors,USA,17.7,7.7,1.8
matt-carroll,Charlotte Hornets,USA,6.6,1.9,0.7
jimmy-carruth,Milwaukee Bucks,USA,1.3,1.0,0.0
anthony-carter,Miami Heat,USA,4.8,2.1,3.8
butch-carter,Indiana Pacers,USA,8.7,1.5,1.9
devin-carter,Sacramento Kings,USA,3.8,2.1,1.1
fred-carter,Philadelphia 76ers,USA,15.2,3.9,3.5
george-carter,Detroit Pistons,USA,3.0,0.0,1.0
howard-carter,Denver Nuggets,USA,5.3,1.3,1.1
jake-carter,Denver Nuggets,USA,3.4,,1.0
jevon-carter,Chicago Bulls,USA,4.3,1.1,1.1
maurice-carter,New Orleans Pelicans,USA,4.2,1.1,0.4
reggie-carter,New York Knicks,USA,3.5,1.2,1.5
ron-carter,Los Angeles Lakers,USA,3.0,1.1,0.6
vince-carter,Toronto Raptors,USA,16.7,4.3,3.1
wendell-carter-jr,Orlando Magic,USA,9.1,7.2,2.0
michael-carter-williams,Orlando Magic,USA,10.2,4.3,4.3
dj-carton,Toronto Raptors,USA,0.8,1.0,0.8
bill-cartwright,New York Knicks,USA,13.2,6.3,1.4
jay-carty,Los Angeles Lakers,USA,2.7,2.1,0.4
alex-caruso,Oklahoma City Thunder,USA,7.1,2.9,2.5
cornelius-cash,Detroit Pistons,USA,3.5,2.7,0.2
sam-cassell,Milwaukee Bucks,USA,15.7,3.2,6.0
omri-casspi,Sacramento Kings,Israel,7.9,4.0,1.1
stephon-castle,San Antonio Spurs,USA,14.7,3.7,4.1
colin-castleton,Toronto Raptors,USA,4.7,4.7,1.1
harvey-catchings,Milwaukee Bucks,USA,3.2,5.0,0.8
terry-catledge,Washington Wizards,USA,12.7,6.4,0.9
sid-catlett,Sacramento Kings,USA,0.7,0.4,0.1
kelvin-cato,Houston Rockets,USA,5.5,5.3,0.5
bobby-cattage,Utah Jazz,USA,3.1,1.4,0.1
willie-cauley-stein,Philadelphia 76ers,USA,8.7,5.9,1.4
troy-caupain,Orlando Magic,USA,2.5,0.8,1.0
duane-causwell,Sacramento Kings,USA,4.9,4.2,0.4
tyler-cavanaugh,Atlanta Hawks,USA,3.8,2.7,0.6
ron-cavenall,New York Knicks,USA,1.4,2.9,0.3
ahmad-caver,Indiana Pacers,USA,2.0,0.0,0.0
malcolm-cazalon,Detroit Pistons,France,0.0,0.0,0.0
cedric-ceballos,Phoenix Suns,USA,14.3,5.3,1.2
john-celestand,Los Angeles Lakers,USA,2.3,0.7,1.3
al-cervi,Philadelphia 76ers,USA,7.9,1.8,3.2
lionel-chalmers,LA Clippers,USA,3.1,0.9,1.4
mario-chalmers,Miami Heat,USA,8.9,2.5,3.7
bill-chamberlain,Phoenix Suns,USA,5.5,2.9,1.3
wilt-chamberlain,Golden State Warriors,USA,30.1,22.9,4.4
jerry-chambers,Phoenix Suns,USA,8.1,3.1,0.8
tom-chambers,Oklahoma City Thunder,USA,18.1,6.1,2.1
julian-champagnie,San Antonio Spurs,USA,9.9,3.9,1.4
justin-champagnie,Washington Wizards,USA,8.8,5.7,1.0
mike-champion,Oklahoma City Thunder,USA,0.0,0.0,0.0
kennedy-chandler,Memphis Grizzlies,USA,2.2,1.1,1.6
tyson-chandler,New York Knicks,USA,8.2,9.0,0.8
wilson-chandler,Denver Nuggets,USA,12.5,5.3,1.8
don-chaney,Boston Celtics,USA,8.4,3.9,2.1
john-chaney,Sheboygan Redskins,USA,4.4,,1.3
rex-chapman,Phoenix Suns,USA,14.6,2.5,2.7
len-chappell,New York Knicks,USA,9.5,5.3,0.7
ken-charles,LA Clippers,USA,8.5,2.0,2.5
lorenzo-charles,Atlanta Hawks,USA,3.4,1.1,0.2
joe-chealey,Charlotte Hornets,USA,0.8,0.0,0.4
calbert-cheaney,Washington Wizards,USA,9.5,3.2,1.7
zylan-cheatham,New Orleans Pelicans,USA,2.4,1.8,0.6
maurice-cheeks,Philadelphia 76ers,USA,11.1,2.8,6.7
phil-chenier,Washington Wizards,USA,17.2,3.6,3.0
will-cherry,Cleveland Cavaliers,USA,1.9,0.6,1.0
derrick-chievous,Houston Rockets,USA,7.1,2.4,0.7
pete-chilcutt,Memphis Grizzlies,USA,4.3,3.3,0.8
josh-childress,Atlanta Hawks,USA,9.1,4.7,1.6
randolph-childress,Portland Trail Blazers,USA,2.4,0.5,1.0
chris-childs,New York Knicks,USA,6.9,2.4,4.9
chris-chiozza,Brooklyn Nets,USA,3.3,1.3,2.4
leroy-chollet,Philadelphia 76ers,USA,2.9,1.1,0.8
ulrich-chomche,Toronto Raptors,Cameroon,0.7,1.1,0.3
jim-chones,Cleveland Cavaliers,USA,12.3,8.3,1.7
marquese-chriss,Dallas Mavericks,USA,7.6,4.7,1.0
fred-christ,New York Knicks,USA,3.3,1.3,1.2
cal-christensen,Sacramento Kings,USA,5.2,5.5,1.6
bob-christian,Atlanta Hawks,USA,3.8,4.1,0.8
cam-christie,LA Clippers,USA,1.4,0.9,0.5
doug-christie,Sacramento Kings,USA,11.2,4.1,3.6
max-christie,Dallas Mavericks,USA,9.6,3.3,1.9
dionte-christmas,Phoenix Suns,USA,2.3,1.2,0.3
rakeem-christmas,Indiana Pacers,USA,2.1,1.9,0.1
semaj-christon,Oklahoma City Thunder,USA,2.9,1.4,2.0
josh-christopher,Miami Heat,USA,2.0,0.6,0.6
patrick-christopher,Utah Jazz,USA,1.5,1.5,0.0
robert-churchwell,Golden State Warriors,USA,1.5,0.8,0.3
sidy-cissoko,Portland Trail Blazers,France,1.5,1.0,0.7
archie-clark,Philadelphia 76ers,USA,16.3,3.3,4.8
carlos-clark,Boston Celtics,USA,2.4,0.9,0.7
earl-clark,Orlando Magic,USA,4.4,3.0,0.5
gary-clark,New Orleans Pelicans,USA,3.1,2.5,0.5
ian-clark,Golden State Warriors,USA,5.6,1.3,1.2
jaylen-clark,Minnesota Timberwolves,USA,4.1,1.3,0.7
keon-clark,Denver Nuggets,USA,8.2,5.9,0.9
brandon-clarke,Memphis Grizzlies,Canada,8.3,5.1,1.0
coty-clarke,Boston Celtics,USA,2.0,0.3,0.0
jordan-clarkson,Utah Jazz,USA,16.2,3.2,3.7
gian-clavell,Dallas Mavericks,Puerto Rico,2.9,1.0,0.4
victor-claver,Portland Trail Blazers,Spain,3.2,2.2,0.7
charles-claxton,Boston Celtics,USA,0.7,0.7,0.0
nic-claxton,Brooklyn Nets,USA,10.3,7.4,2.2
speedy-claxton,Golden State Warriors,USA,9.3,2.5,4.3
jim-cleamons,Cleveland Cavaliers,USA,8.3,3.0,3.9
mateen-cleaves,Detroit Pistons,USA,3.6,1.0,1.9
john-clemens,Oklahoma City Thunder,USA,6.7,3.2,1.1
chris-clemons,Houston Rockets,USA,4.9,0.9,0.8
antonius-cleveland,Dallas Mavericks,USA,1.2,0.8,0.1
nat-clifton,New York Knicks,USA,10.0,8.2,2.5
donovan-clingan,Portland Trail Blazers,USA,6.5,7.9,1.1
bill-closs,Golden State Warriors,USA,9.0,5.0,1.9
keith-closs,LA Clippers,USA,3.9,2.9,0.3
noah-clowney,Brooklyn Nets,USA,9.1,3.9,0.9
paul-cloyd,Waterloo Hawks,USA,2.7,,0.3
marion-cluggish,New York Knicks,USA,4.4,,0.4
ben-clyde,Boston Celtics,USA,2.8,1.6,0.2
amir-coffey,LA Clippers,USA,9.7,2.2,1.1
richard-coffey,Minnesota Timberwolves,USA,1.3,1.5,0.1
fred-cofield,New York Knicks,USA,3.4,1.0,1.7
john-coker,Washington Wizards,USA,1.6,1.2,0.1
norris-cole,Miami Heat,USA,7.0,2.0,2.7
ben-coleman,Philadelphia 76ers,USA,6.6,4.1,0.6
derrick-coleman,Brooklyn Nets,USA,16.5,9.3,2.5
ec-coleman,Utah Jazz,USA,7.2,6.0,1.3
jack-coleman,Sacramento Kings,USA,10.6,9.2,2.8
norris-coleman,LA Clippers,USA,5.3,2.8,0.4
bimbo-coles,Miami Heat,USA,7.8,2.1,3.9
isaiah-collier,Utah Jazz,USA,8.7,3.3,6.3
jason-collier,Atlanta Hawks,USA,5.6,2.9,0.3
art-collins,Atlanta Hawks,USA,3.2,1.4,0.9
don-collins,Washington Wizards,USA,9.8,2.8,1.8
doug-collins,Philadelphia 76ers,USA,17.9,3.2,3.3
james-collins,LA Clippers,USA,2.6,0.6,0.1
jarron-collins,Utah Jazz,USA,3.9,2.9,0.8
jason-collins,Brooklyn Nets,USA,3.6,3.7,0.9
jimmy-collins,Chicago Bulls,USA,3.8,0.9,0.9
john-collins,Utah Jazz,USA,19.0,8.2,2.0
mardy-collins,New York Knicks,USA,3.9,1.8,1.7
sherron-collins,Charlotte Hornets,USA,0.9,0.3,0.4
yuri-collins,Golden State Warriors,USA,1.0,1.5,2.0
zach-collins,Chicago Bulls,USA,6.4,4.5,1.7
kyle-collinsworth,Dallas Mavericks,USA,3.2,3.3,1.8
darren-collison,Los Angeles Lakers,USA,12.5,2.7,5.0
nick-collison,Oklahoma City Thunder,USA,5.9,5.2,1.0
joe-colone,New York Knicks,USA,5.5,,0.6
bonzie-colson,Milwaukee Bucks,USA,4.9,3.8,0.4
sean-colson,Houston Rockets,USA,1.2,0.5,0.8
steve-colter,Washington Wizards,USA,6.3,2.0,2.8
chance-comanche,Portland Trail Blazers,USA,7.0,3.0,0.0
leroy-combs,Indiana Pacers,USA,4.5,1.2,0.8
dallas-comegys,Brooklyn Nets,USA,6.0,3.2,0.7
larry-comley,Washington Wizards,USA,2.1,1.6,1.0
gene-conley,Boston Celtics,USA,5.9,6.3,0.6
mike-conley,Minnesota Timberwolves,USA,8.2,2.6,4.5
ed-conlin,Philadelphia 76ers,USA,10.1,4.8,2.0
marty-conlon,Milwaukee Bucks,USA,6.5,3.5,1.0
pat-connaughton,Milwaukee Bucks,USA,5.3,2.7,1.7
lester-conner,Golden State Warriors,USA,6.3,2.7,3.9
chuck-connors,Boston Celtics,USA,4.5,,0.8
