PLAYER_NAME,TEAM_NAME,COUNTRY,POINT_PER_GAME,REBOUND_PER_GAME,ASSIST_PER_GAME
edwin-kachan,Chicago Stags,USA,2.2,,0.7
george-kaftan,New York Knicks,USA,7.5,3.1,1.9
ed-kalafat,Los Angeles Lakers,USA,7.1,5.7,1.5
georgios-kalaitzakis,Oklahoma City Thunder,Greece,6.6,1.6,0.9
chris-kaman,LA Clippers,USA,11.2,7.6,1.3
frank-kaminsky,Phoenix Suns,USA,8.8,3.8,1.6
ralph-kaplowitz,Golden State Warriors,USA,5.6,,0.5
jason-kapono,Toronto Raptors,USA,6.7,1.7,0.8
tony-kappen,Pittsburgh Ironmen,USA,6.5,,0.5
sergey-karasev,Brooklyn Nets,Russia,3.0,1.5,0.9
coby-karl,Los Angeles Lakers,USA,2.4,1.3,1.0
george-karl,San Antonio Spurs,USA,2.6,0.7,1.5
ed-kasid,Toronto Huskies,USA,1.5,,0.8
mario-kasun,Orlando Magic,Croatia,2.7,2.6,0.2
leo-katkaveck,Washington Capitols,USA,4.3,,1.3
bob-kauffman,LA Clippers,USA,11.5,7.0,2.7
sasha-kaun,Cleveland Cavaliers,Russia,0.9,1.0,0.1
wilbert-kautz,Chicago Stags,USA,5.1,,0.7
yuki-kawamura,Memphis Grizzlies,Japan,1.6,0.5,0.9
clarence-kea,Dallas Mavericks,USA,3.9,2.5,0.4
michael-kearns,Golden State Warriors,USA,0.2,0.5,0.8
tommy-kearns,Philadelphia 76ers,USA,2.0,0.0,0.0
adam-keefe,Utah Jazz,USA,5.0,4.1,0.7
harold-keeling,Dallas Mavericks,USA,2.2,0.3,0.5
trevor-keels,Minnesota Timberwolves,USA,1.0,0.7,0.0
ken-keller,Washington Wizards,USA,0.8,,0.0
kylor-kelley,New Orleans Pelicans,USA,3.1,3.5,0.5
rich-kelley,Utah Jazz,USA,7.6,7.0,2.6
clark-kellogg,Indiana Pacers,USA,18.9,9.5,2.9
gerard-kelly,Boston Celtics,USA,5.7,,0.5
ryan-kelly,Los Angeles Lakers,USA,6.0,3.1,1.3
tom-kelly,Boston Celtics,USA,7.1,,1.4
greg-kelser,Oklahoma City Thunder,USA,9.7,4.6,1.3
ben-kelso,Detroit Pistons,USA,1.8,0.7,0.4
shawn-kemp,Oklahoma City Thunder,USA,14.6,8.4,1.6
tim-kempton,Charlotte Hornets,USA,4.5,2.8,1.1
frank-kendrick,Golden State Warriors,USA,3.3,1.5,0.3
luke-kennard,Memphis Grizzlies,USA,8.9,2.8,3.3
dj-kennedy,Cleveland Cavaliers,USA,6.0,3.5,1.5
eugene-kennedy,Houston Rockets,USA,2.0,1.6,0.2
joe-kennedy,Oklahoma City Thunder,USA,5.3,3.0,0.8
william-kennedy,Golden State Warriors,USA,1.7,1.1,1.3
larry-kenon,San Antonio Spurs,USA,17.0,7.8,2.6
bill-kenville,Philadelphia 76ers,USA,7.1,3.5,2.1
jonathan-kerner,Orlando Magic,USA,0.0,0.0,0.0
johnny-kerr,Philadelphia 76ers,USA,13.8,11.2,2.2
steve-kerr,Chicago Bulls,USA,6.0,1.2,1.8
jack-kerris,Detroit Pistons,USA,7.6,6.3,2.5
jerome-kersey,Portland Trail Blazers,USA,10.3,5.5,1.9
alec-kessler,Miami Heat,USA,5.2,3.6,0.4
walker-kessler,Utah Jazz,USA,11.1,12.2,1.7
lari-ketner,Cleveland Cavaliers,USA,1.4,1.4,0.1
braxton-key,Golden State Warriors,USA,1.0,0.7,0.0
randolph-keys,Cleveland Cavaliers,USA,5.2,2.3,0.8
viktor-khryapa,Portland Trail Blazers,Russia,4.5,3.4,1.0
jason-kidd,Brooklyn Nets,USA,12.6,6.3,8.7
stanton-kidd,Utah Jazz,USA,0.0,0.8,0.3
warren-kidd,Philadelphia 76ers,USA,3.6,3.4,0.3
michael-kidd-gilchrist,Charlotte Hornets,USA,8.4,5.4,1.2
irv-kiffin,San Antonio Spurs,USA,3.2,1.5,0.7
jack-kiley,Detroit Pistons,USA,2.3,1.0,1.2
ernie-killum,Los Angeles Lakers,USA,0.3,0.5,0.0
carl-kilpatrick,Utah Jazz,USA,1.5,2.0,0.0
sean-kilpatrick,Brooklyn Nets,USA,10.3,2.7,1.5
toby-kimball,Houston Rockets,USA,6.1,6.8,1.0
bo-kimble,LA Clippers,USA,5.5,1.5,0.9
stan-kimbrough,Detroit Pistons,USA,1.6,0.5,0.5
chad-kinch,Cleveland Cavaliers,USA,2.9,0.8,1.1
albert-king,Brooklyn Nets,USA,12.1,4.2,2.2
bernard-king,Washington Wizards,USA,22.5,5.8,3.3
chris-king,Memphis Grizzlies,USA,6.7,3.0,1.1
dan-king,Baltimore Bullets,USA,1.6,2.1,0.3
frankie-king,Philadelphia 76ers,USA,2.1,1.2,0.5
george-king,Philadelphia 76ers,USA,10.3,3.9,4.8
george-king,Dallas Mavericks,USA,0.2,1.2,0.0
gerard-king,Washington Wizards,USA,4.5,3.1,0.7
jim-king,Los Angeles Lakers,USA,7.2,2.5,2.3
jimmy-king,Toronto Raptors,USA,4.5,1.8,1.4
louis-king,Philadelphia 76ers,USA,4.8,1.6,0.9
maury-king,Washington Wizards,USA,5.9,2.8,3.8
reggie-king,Sacramento Kings,USA,8.9,6.2,1.6
rich-king,Oklahoma City Thunder,USA,1.9,1.0,0.3
stacey-king,Chicago Bulls,USA,6.4,3.3,0.9
tom-king,Detroit Falcons,USA,5.1,,0.6
bob-kinney,Boston Celtics,USA,9.5,,1.5
tarence-kinsey,Memphis Grizzlies,USA,4.7,1.3,0.5
andrei-kirilenko,Utah Jazz,Russia,11.8,5.5,2.7
alex-kirk,Cleveland Cavaliers,USA,0.8,0.2,0.2
walt-kirk,Atlanta Hawks,USA,7.7,4.0,2.1
corey-kispert,Washington Wizards,USA,11.6,3.0,1.7
doug-kistler,New York Knicks,USA,1.6,0.2,0.0
curtis-kitchen,Oklahoma City Thunder,USA,1.5,1.5,0.2
greg-kite,Orlando Magic,USA,2.5,3.8,0.5
kerry-kittles,Brooklyn Nets,USA,14.1,3.9,2.6
maxi-kleber,Los Angeles Lakers,Germany,3.0,2.8,1.3
joe-kleine,Boston Celtics,USA,4.8,4.1,0.6
linas-kleiza,Denver Nuggets,Lithuania,8.7,3.6,0.8
leo-klier,Detroit Pistons,USA,7.1,,1.6
bobi-klintman,Detroit Pistons,Sweden,1.9,0.9,0.9
herm-klotz,Baltimore Bullets,USA,1.4,,0.6
duane-klueh,Detroit Pistons,USA,8.2,3.0,1.5
dalton-knecht,Los Angeles Lakers,USA,9.1,2.8,0.8
billy-knight,Indiana Pacers,USA,15.7,4.5,2.1
bob-knight,New York Knicks,USA,3.5,0.5,4.0
brandin-knight,Houston Rockets,USA,0.0,0.0,1.0
brandon-knight,Dallas Mavericks,USA,14.0,3.1,3.9
brevin-knight,Cleveland Cavaliers,USA,7.3,2.4,6.1
nathan-knight,New York Knicks,USA,3.7,2.0,0.4
negele-knight,Phoenix Suns,USA,6.2,1.3,2.8
ron-knight,Portland Trail Blazers,USA,4.7,2.8,0.8
toby-knight,New York Knicks,USA,12.9,5.1,1.2
travis-knight,Los Angeles Lakers,USA,3.4,3.1,0.6
lee-knorek,New York Knicks,USA,6.7,,1.6
dick-knostman,Philadelphia 76ers,USA,2.6,3.4,1.2
rod-knowles,Phoenix Suns,USA,1.1,1.1,0.0
kevin-knox-ii,Golden State Warriors,USA,3.3,1.2,0.4
bart-kofoed,Utah Jazz,USA,1.5,0.5,1.0
don-kojis,Houston Rockets,USA,12.2,5.6,1.4
tyler-kolek,New York Knicks,USA,2.0,0.7,1.7
christian-koloko,Los Angeles Lakers,Cameroon,2.4,2.5,0.4
milo-komenich,Anderson Packers,USA,9.9,,1.9
howard-komives,New York Knicks,USA,10.2,2.4,4.0
jon-koncak,Atlanta Hawks,USA,4.5,4.9,1.0
john-konchar,Memphis Grizzlies,USA,2.4,3.3,0.9
bud-koper,Golden State Warriors,USA,4.4,1.1,0.8
joe-kopicki,Washington Wizards,USA,3.7,2.7,0.7
furkan-korkmaz,Philadelphia 76ers,Turkey,6.8,2.0,1.2
frank-kornet,Milwaukee Bucks,USA,1.9,1.1,0.3
luke-kornet,Boston Celtics,USA,6.0,5.3,1.6
yaroslav-korolev,LA Clippers,Russia,1.1,0.5,0.4
kyle-korver,Philadelphia 76ers,USA,9.7,3.0,1.7
len-kosmalski,Sacramento Kings,USA,1.4,1.9,0.7
andy-kostecka,Indianapolis Jets,USA,6.4,,0.7
harold-kottman,Boston Celtics,USA,3.1,,0.3
kosta-koufos,Sacramento Kings,USA,5.7,5.0,0.5
tom-kozelko,Washington Wizards,USA,2.2,1.8,0.5
arvid-kramer,Denver Nuggets,USA,2.0,1.5,0.4
barry-kramer,Golden State Warriors,USA,3.6,1.9,0.8
joel-kramer,Phoenix Suns,USA,3.8,2.8,1.0
dan-kraus,Baltimore Bullets,USA,1.6,,0.5
herb-krautblatt,Baltimore Bullets,USA,1.3,,0.4
viacheslav-kravtsov,Detroit Pistons,Ukraine,2.2,1.4,0.2
jim-krebs,Los Angeles Lakers,USA,8.0,6.2,0.8
vít-krejčí,Atlanta Hawks,Czech Republic,7.2,2.7,2.6
wayne-kreklow,Boston Celtics,USA,1.2,0.5,0.4
tom-kron,Oklahoma City Thunder,USA,6.5,3.3,2.8
tom-kropp,Chicago Bulls,USA,2.5,0.8,0.6
nenad-krstic,Brooklyn Nets,Serbia,10.0,5.4,0.8
larry-krystkowiak,Milwaukee Bucks,USA,8.2,4.9,1.2
steve-kuberski,Boston Celtics,USA,5.5,3.8,0.6
leo-kubiak,Waterloo Hawks,USA,11.5,,3.2
bruce-kuczenski,Brooklyn Nets,USA,1.9,1.5,0.5
frank-kudelka,Baltimore Bullets,USA,7.2,3.2,2.1
john-kuester,Sacramento Kings,USA,3.3,1.0,2.3
ray-kuka,New York Knicks,USA,4.9,,0.7
toni-kukoc,Chicago Bulls,Croatia,11.6,4.2,3.7
arnoldas-kulboka,Charlotte Hornets,Lithuania,0.0,0.0,0.0
jonathan-kuminga,Golden State Warriors,DRC,15.3,4.6,2.2
kevin-kunnert,Houston Rockets,USA,8.3,7.3,1.4
mitch-kupchak,Washington Wizards,USA,10.2,5.4,0.7
charles-kupec,Los Angeles Lakers,USA,4.1,2.1,0.7
rodions-kurucs,Brooklyn Nets,Latvia,6.0,3.1,0.9
rob-kurz,Golden State Warriors,USA,3.9,2.0,0.5
ibrahim-kutluay,Oklahoma City Thunder,Turkey,0.0,0.2,0.0
kyle-kuzma,Milwaukee Bucks,USA,14.8,5.7,2.3
ognjen-kuzmic,Golden State Warriors,Serbia,0.9,1.0,0.2
mindaugas-kuzminskas,New York Knicks,Lithuania,6.2,1.8,1.0
fred-lacour,Atlanta Hawks,USA,6.5,3.3,1.9
raef-lafrentz,Denver Nuggets,USA,10.1,6.1,1.1
tom-lagarde,Dallas Mavericks,USA,7.6,5.1,1.5
jake-laravia,Sacramento Kings,USA,6.9,3.9,2.4
rusty-larue,Chicago Bulls,USA,5.0,1.3,1.6
rudy-larusso,Los Angeles Lakers,USA,15.6,9.4,2.1
zach-lavine,Sacramento Kings,USA,23.3,4.3,4.2
skal-labissiere,Sacramento Kings,Haiti,1.3,0.8,0.3
sam-lacey,Sacramento Kings,USA,10.3,9.7,3.7
christian-laettner,Minnesota Timberwolves,USA,12.8,6.7,2.6
oliver-lafayette,Boston Celtics,USA,7.0,4.0,2.0
bill-laimbeer,Detroit Pistons,USA,12.9,9.7,2.0
pete-lalich,Cleveland Rebels,USA,0.0,,0.0
bo-lamar,Los Angeles Lakers,USA,7.1,1.3,2.5
anthony-lamb,Golden State Warriors,USA,6.2,3.3,1.4
doron-lamb,Orlando Magic,USA,3.5,1.0,0.8
jeremy-lamb,Sacramento Kings,USA,10.1,3.6,1.6
john-lambert,Cleveland Cavaliers,USA,3.8,3.3,0.6
jeff-lamp,Portland Trail Blazers,USA,5.1,1.5,0.9
maciej-lampe,Phoenix Suns,Poland,3.4,2.2,0.3
jim-lampley,Philadelphia 76ers,USA,3.0,5.0,0.0
sean-lampley,Miami Heat,USA,4.5,2.1,0.7
jock-landale,Houston Rockets,Australia,4.8,3.3,0.9
carl-landry,Sacramento Kings,USA,10.8,4.9,0.7
marcus-landry,New York Knicks,USA,2.4,1.1,0.0
mark-landsberger,Los Angeles Lakers,USA,5.6,6.1,0.5
jerome-lane,Denver Nuggets,USA,5.3,5.8,1.5
andrew-lang,Phoenix Suns,USA,6.0,4.8,0.6
antonio-lang,Cleveland Cavaliers,USA,2.3,1.5,0.3
james-lang,Washington Wizards,USA,1.0,1.0,0.2
trajan-langdon,Cleveland Cavaliers,USA,5.4,1.3,1.3
keith-langford,San Antonio Spurs,USA,1.0,1.0,0.0
romeo-langford,Utah Jazz,USA,4.6,2.1,0.7
dan-langhi,Houston Rockets,USA,3.0,1.5,0.3
bob-lanier,Detroit Pistons,USA,20.1,10.1,3.1
stu-lantz,Houston Rockets,USA,12.4,3.3,2.9
nicolas-laprovittola,San Antonio Spurs,Argentina,3.3,0.6,1.6
york-larese,Golden State Warriors,USA,5.1,1.3,1.6
shane-larkin,Brooklyn Nets,USA,5.5,1.9,2.9
pelle-larsson,Miami Heat,Sweden,4.6,1.7,1.2
john-laskowski,Chicago Bulls,USA,7.1,2.4,0.8
stephane-lasme,Miami Heat,Gabon,5.2,3.3,0.2
dave-lattin,Phoenix Suns,USA,4.5,3.8,0.6
priest-lauderdale,Denver Nuggets,USA,3.4,1.9,0.4
rich-laurel,Milwaukee Bucks,USA,2.4,1.0,0.3
walt-lautenbach,Sheboygan Redskins,USA,4.3,,1.3
joffrey-lauvergne,Denver Nuggets,France,5.6,3.8,0.9
tony-lavelli,Boston Celtics,USA,6.9,2.0,0.7
bob-lavoy,Indianapolis Olympians,USA,8.2,6.2,1.5
acie-law,Atlanta Hawks,USA,3.9,1.0,1.6
vic-law,Orlando Magic,USA,1.9,1.4,0.4
gani-lawal,Phoenix Suns,USA,0.0,0.0,0.0
ed-lawrence,Detroit Pistons,USA,4.0,1.3,0.3
aj-lawson,Toronto Raptors,Canada,9.1,3.3,1.2
jason-lawson,Orlando Magic,USA,1.5,1.6,0.3
ty-lawson,Denver Nuggets,USA,12.7,2.7,6.0
jake-layman,Boston Celtics,USA,4.8,1.7,0.5
dennis-layton,Phoenix Suns,USA,6.9,1.3,2.6
caris-levert,Atlanta Hawks,USA,12.1,3.2,3.4
tj-leaf,Indiana Pacers,USA,3.3,1.9,0.3
emanuel-leaks,Philadelphia 76ers,USA,8.3,6.8,0.9
hal-lear,Golden State Warriors,USA,1.3,0.3,0.3
allen-leavell,Houston Rockets,USA,9.5,1.7,4.8
jeff-lebo,San Antonio Spurs,USA,1.5,1.0,0.8
eric-leckner,Utah Jazz,USA,4.1,3.2,0.5
jalen-lecque,Phoenix Suns,USA,1.7,0.8,0.4
ricky-ledo,Dallas Mavericks,USA,3.9,1.4,0.8
butch-lee,Atlanta Hawks,USA,8.1,1.4,3.2
clyde-lee,Golden State Warriors,USA,7.7,10.3,1.1
courtney-lee,Memphis Grizzlies,USA,9.6,2.6,1.7
damion-lee,Phoenix Suns,USA,3.3,0.8,0.4
david-lee,New York Knicks,USA,13.5,8.8,2.2
doug-lee,Brooklyn Nets,USA,2.3,0.6,0.4
george-lee,Detroit Pistons,USA,7.5,4.2,0.9
greg-lee,Portland Trail Blazers,USA,1.2,0.4,2.2
keith-lee,Cleveland Cavaliers,USA,6.1,4.7,1.0
kurk-lee,Brooklyn Nets,USA,1.4,0.6,0.7
malcolm-lee,Minnesota Timberwolves,USA,3.9,1.8,1.4
rock-lee,LA Clippers,USA,1.0,0.5,1.0
ron-lee,Phoenix Suns,USA,7.3,2.7,3.8
russell-lee,Milwaukee Bucks,USA,2.9,1.2,0.7
saben-lee,Phoenix Suns,USA,5.2,1.9,2.8
ed-leede,Boston Celtics,USA,7.8,2.1,1.9
hank-lefkowitz,Cleveland Rebels,USA,2.1,,0.2
tim-legler,Washington Wizards,USA,7.0,1.6,1.3
george-lehmann,Atlanta Hawks,USA,3.2,0.8,1.8
walt-lemon-jr,Chicago Bulls,USA,9.4,2.6,3.2
alex-len,Los Angeles Lakers,Ukraine,1.6,2.1,0.8
voshon-lenard,Miami Heat,USA,11.9,2.8,2.1
bob-leonard,Los Angeles Lakers,USA,9.9,2.9,3.3
gary-leonard,Minnesota Timberwolves,USA,1.4,1.1,0.1
kawhi-leonard,LA Clippers,USA,21.5,5.9,3.1
meyers-leonard,Milwaukee Bucks,USA,5.6,3.9,0.9
malevy-leons,Oklahoma City Thunder,Netherlands,0.3,0.5,0.2
jim-les,Sacramento Kings,USA,3.8,1.2,2.9
travis-leslie,LA Clippers,USA,1.4,0.9,0.5
ronnie-lester,Chicago Bulls,USA,7.3,1.9,4.0
clifford-lett,San Antonio Spurs,USA,3.5,0.6,0.7
jon-leuer,Memphis Grizzlies,USA,6.4,3.8,0.8
andrew-levane,Philadelphia 76ers,USA,4.5,1.3,2.0
lafayette-lever,Denver Nuggets,USA,13.9,6.0,6.2
cliff-levingston,Atlanta Hawks,USA,7.1,5.2,0.9
bobby-lewis,Golden State Warriors,USA,5.8,2.1,2.2
cedric-lewis,Washington Wizards,USA,1.3,0.7,0.0
fred-lewis,Baltimore Bullets,USA,8.4,,1.4
freddie-lewis,Indiana Pacers,USA,5.8,1.4,1.5
grady-lewis,Detroit Falcons,USA,5.4,,0.9
justin-lewis,Chicago Bulls,USA,,,
martin-lewis,Toronto Raptors,USA,3.6,1.4,0.3
maxwell-lewis,Brooklyn Nets,USA,4.1,2.0,0.7
quincy-lewis,Utah Jazz,USA,3.6,1.3,0.6
ralph-lewis,Detroit Pistons,USA,2.3,1.2,0.3
rashard-lewis,Oklahoma City Thunder,USA,14.9,5.2,1.7
reggie-lewis,Boston Celtics,USA,17.6,4.3,2.6
scottie-lewis,Charlotte Hornets,USA,0.5,0.0,0.5
kira-lewis-jr,Washington Wizards,USA,5.2,1.3,1.8
marcus-liberty,Denver Nuggets,USA,7.3,3.5,0.9
todd-lichti,Denver Nuggets,USA,7.9,2.1,1.4
ej-liddell,Chicago Bulls,USA,1.8,0.8,0.3
deandre-liggins,Cleveland Cavaliers,USA,2.0,1.4,0.7
bill-ligon,Detroit Pistons,USA,3.3,0.7,0.7
damian-lillard,Milwaukee Bucks,USA,24.9,4.7,7.1
jeremy-lin,Houston Rockets,USA,11.6,2.8,4.3
steve-lingenfelter,Washington Wizards,USA,1.0,1.6,0.5
alton-lister,Milwaukee Bucks,USA,6.6,6.3,1.0
nassir-little,Miami Heat,USA,5.5,2.9,0.7
dereck-lively-ii,Dallas Mavericks,USA,8.7,7.5,2.4
isaiah-livers,Detroit Pistons,USA,6.2,2.6,0.9
chris-livingston,Milwaukee Bucks,USA,1.4,1.7,0.2
randy-livingston,Phoenix Suns,USA,3.8,1.4,2.0
shaun-livingston,Golden State Warriors,USA,6.3,2.4,3.0
ron-livingstone,Golden State Warriors,USA,6.3,4.7,1.9
horacio-llamas,Phoenix Suns,USA,2.1,1.3,0.2
earl-lloyd,Philadelphia 76ers,USA,8.4,6.4,1.4
lewis-lloyd,Houston Rockets,USA,13.2,3.1,2.9
scott-lloyd,Dallas Mavericks,USA,4.6,3.0,1.0
bob-lochmueller,Philadelphia 76ers,USA,3.7,2.6,0.8
robert-lock,LA Clippers,USA,1.5,1.6,0.2
darrell-lockhart,San Antonio Spurs,USA,2.0,1.5,0.0
ian-lockhart,Phoenix Suns,USA,4.0,0.0,0.0
kevin-loder,Sacramento Kings,USA,5.9,2.3,1.2
don-lofgran,Indianapolis Olympians,USA,6.1,3.9,1.0
zach-lofton,Detroit Pistons,USA,0.0,0.0,0.0
kenneth-lofton-jr,Chicago Bulls,USA,4.8,2.0,1.2
johnny-logan,St. Louis Bombers,USA,12.4,4.6,3.0
brad-lohaus,Milwaukee Bucks,USA,5.9,2.8,1.1
art-long,Oklahoma City Thunder,USA,3.5,3.3,0.5
grant-long,Miami Heat,USA,9.5,6.1,1.7
john-long,Detroit Pistons,USA,13.6,2.8,1.9
paul-long,Detroit Pistons,USA,3.9,0.8,0.8
shawn-long,Philadelphia 76ers,USA,8.2,4.7,0.7
luc-longley,Chicago Bulls,USA,7.2,4.9,1.5
kevon-looney,Golden State Warriors,USA,4.5,6.1,1.6
brook-lopez,Milwaukee Bucks,USA,13.0,5.0,1.8
felipe-lopez,Memphis Grizzlies,Dominican Republic,5.8,2.4,1.0
raul-lopez,Utah Jazz,Spain,6.5,1.7,3.8
robin-lopez,Milwaukee Bucks,USA,8.4,4.7,0.8
ryan-lorthridge,Golden State Warriors,USA,7.4,1.9,2.7
jim-loscutoff,Boston Celtics,USA,6.2,5.6,0.7
plummer-lott,Oklahoma City Thunder,USA,2.2,1.8,0.6
kevin-loughery,Washington Wizards,USA,15.3,3.0,3.7
didi-louzada,Portland Trail Blazers,Brazil,3.6,1.7,0.7
bob-love,Chicago Bulls,USA,17.6,5.9,1.4
kevin-love,Miami Heat,USA,5.3,4.1,1.0
stan-love,Washington Wizards,USA,6.8,4.0,0.8
clyde-lovellette,Los Angeles Lakers,USA,17.0,9.5,1.6
sidney-lowe,Minnesota Timberwolves,USA,2.9,1.7,3.9
chuck-lowery,Milwaukee Bucks,USA,2.3,1.0,0.7
kyle-lowry,Philadelphia 76ers,USA,3.9,1.9,2.7
jordan-loyd,Toronto Raptors,USA,2.4,0.8,0.5
al-lucas,Boston Celtics,USA,1.0,,1.0
jerry-lucas,Sacramento Kings,USA,17.0,15.6,3.3
john-lucas,Houston Rockets,USA,10.7,2.3,7.0
kalin-lucas,Memphis Grizzlies,USA,1.0,1.5,0.5
maurice-lucas,Portland Trail Blazers,USA,14.4,8.8,2.3
john-lucas-iii,Toronto Raptors,USA,4.7,1.0,1.5
ted-luckenbill,Golden State Warriors,USA,2.3,1.9,0.4
tyronn-lue,Atlanta Hawks,USA,8.5,1.7,3.1
jim-luisi,Baltimore Bullets,USA,2.9,0.8,1.1
al-lujack,Washington Capitols,USA,0.8,,0.0
phil-lumpkin,Portland Trail Blazers,USA,3.3,1.0,2.7
ray-lumpp,New York Knicks,USA,8.2,2.2,2.2
gabriel-lundberg,Phoenix Suns,Denmark,3.3,1.8,2.8
seth-lundy,LA Clippers,USA,1.6,0.8,0.0
timothe-luwawu-cabarrot,Phoenix Suns,France,5.9,2.0,0.9
tyler-lydon,Denver Nuggets,USA,0.9,0.7,0.2
trey-lyles,Sacramento Kings,Canada,6.5,4.6,1.2
george-lynch,New Orleans Pelicans,USA,6.6,5.0,1.4
kevin-lynch,Charlotte Hornets,USA,3.3,1.3,1.1
mike-lynn,Los Angeles Lakers,USA,2.6,1.4,0.6
sheldon-mac,Washington Wizards,USA,3.0,1.1,0.5
todd-macculloch,Philadelphia 76ers,Canada,6.1,4.0,0.5
ronnie-macgilvray,Atlanta Hawks,USA,1.3,1.5,1.8
don-maclean,Washington Wizards,USA,10.9,3.8,1.3
mike-macaluso,LA Clippers,USA,1.6,0.8,0.1
ed-macauley,Boston Celtics,USA,17.5,7.5,3.2
scott-machado,Houston Rockets,USA,1.8,0.1,0.9
arvydas-macijauskas,New Orleans Pelicans,Lithuania,2.3,0.5,0.3
ollie-mack,Dallas Mavericks,USA,7.2,2.5,1.8
sam-mack,Houston Rockets,USA,7.8,2.1,1.3
shelvin-mack,Atlanta Hawks,USA,6.6,2.0,3.1
malcolm-mackey,Phoenix Suns,USA,1.5,1.1,0.0
rudy-macklin,Atlanta Hawks,USA,6.4,2.9,0.8
vernon-macklin,Detroit Pistons,USA,2.0,1.5,0.2
johnny-macknowski,Philadelphia 76ers,USA,7.0,1.9,1.1
daryl-macon,Dallas Mavericks,USA,2.7,1.0,0.7
mark-macon,Denver Nuggets,USA,6.7,1.9,1.7
jp-macura,Charlotte Hornets,USA,2.0,1.0,0.7
kyle-macy,Phoenix Suns,USA,9.5,2.2,4.0
jack-maddox,Indianapolis Jets,USA,0.0,,1.0
tito-maddox,Houston Rockets,USA,1.2,0.8,0.6
gerald-madkins,Cleveland Cavaliers,USA,1.7,0.5,1.4
mark-madsen,Minnesota Timberwolves,USA,2.2,2.6,0.4
norm-mager,Baltimore Bullets,USA,5.2,2.0,0.9
josh-magette,Atlanta Hawks,USA,2.2,1.0,2.4
corey-maggette,LA Clippers,USA,16.0,4.9,2.1
dave-magley,Cleveland Cavaliers,USA,0.9,0.7,0.1
jamaal-magloire,New Orleans Pelicans,Canada,7.2,6.5,0.6
will-magnay,New Orleans Pelicans,Australia,0.0,0.0,0.0
ian-mahinmi,Indiana Pacers,France,5.2,4.4,0.6
john-mahnken,Boston Celtics,USA,5.8,2.9,1.3
francis-mahoney,Boston Celtics,USA,1.5,1.1,0.3
rick-mahorn,Washington Wizards,USA,6.9,6.2,1.0
dan-majerle,Phoenix Suns,USA,11.4,4.5,2.9
renaldo-major,Golden State Warriors,USA,5.0,2.0,0.0
thon-maker,Milwaukee Bucks,South Sudan,4.6,2.8,0.6
lionel-malamed,Indianapolis Jets,USA,5.9,,1.4
theo-maledon,Phoenix Suns,France,7.8,2.8,2.9
jeff-malone,Washington Wizards,USA,19.0,2.6,2.4
karl-malone,Utah Jazz,USA,25.0,10.1,3.6
moses-malone,Houston Rockets,USA,20.6,12.2,1.4
matt-maloney,Houston Rockets,USA,7.4,1.7,2.9
steve-malovic,LA Clippers,USA,2.1,2.2,0.7
sandro-mamukelashvili,San Antonio Spurs,Georgia,6.3,3.1,0.8
ted-manakas,Sacramento Kings,USA,2.4,0.6,0.4
john-mandic,Indianapolis Jets,USA,4.1,,1.1
karim-mane,Orlando Magic,Senegal,1.1,1.4,0.4
frank-mangiapane,New York Knicks,USA,0.8,,0.0
marcus-mann,Golden State Warriors,USA,,,
terance-mann,Atlanta Hawks,USA,7.7,3.0,1.8
tre-mann,Charlotte Hornets,USA,14.1,2.9,3.0
danny-manning,LA Clippers,USA,14.0,5.2,2.3
ed-manning,Washington Wizards,USA,5.1,4.5,0.7
richard-manning,Memphis Grizzlies,USA,3.3,1.7,0.2
nico-mannion,Golden State Warriors,Italy,4.1,1.5,2.3
pace-mannion,Utah Jazz,USA,3.1,1.2,1.1
nick-mantis,Washington Wizards,USA,5.6,2.2,2.2
pete-maravich,Utah Jazz,USA,24.2,4.2,5.4
peter-maravich,Pittsburgh Ironmen,USA,4.6,,0.1
devyn-marble,Orlando Magic,USA,2.2,1.6,0.7
roy-marble,Atlanta Hawks,USA,1.9,1.1,0.4
stephon-marbury,New York Knicks,USA,19.3,3.0,7.6
sarunas-marciulionis,Cleveland Cavaliers,Lithuania,12.8,2.3,2.2
saul-mariaschin,Boston Celtics,USA,7.7,,1.4
jack-marin,Washington Wizards,USA,14.8,5.2,2.1
shawn-marion,Phoenix Suns,USA,15.2,8.7,1.9
boban-marjanović,Houston Rockets,Serbia,5.5,3.6,0.5
lauri-markkanen,Utah Jazz,Finland,19.0,5.9,1.5
damir-markota,Milwaukee Bucks,Croatia,1.7,1.0,0.2
sean-marks,New Orleans Pelicans,New Zealand,2.8,2.2,0.2
harvey-marlatt,Detroit Pistons,USA,3.7,1.4,1.5
eric-marsh,Golden State Warriors,USA,4.5,1.3,1.5
jim-marsh,Portland Trail Blazers,USA,3.1,2.2,0.8
donny-marshall,Cleveland Cavaliers,USA,2.5,1.0,0.3
donyell-marshall,Golden State Warriors,USA,11.2,6.7,1.4
kendall-marshall,Los Angeles Lakers,USA,5.0,1.6,4.9
naji-marshall,Dallas Mavericks,USA,13.2,4.8,3.0
rawle-marshall,Indiana Pacers,USA,2.7,1.0,0.4
tom-marshall,Sacramento Kings,USA,5.7,2.9,1.1
vester-marshall,Oklahoma City Thunder,USA,1.3,2.8,0.3
bill-martin,Indiana Pacers,USA,4.7,1.6,0.7
