Rk,Player,Nation,Pos,Team,Comp,Age,Born,Match,Starts,Min,Goals,Shots,SoT,Assists,CrdY,CrdR,TklW
806,Eberechi Eze,ENG,MFFW,Crystal Palace,Premier League,24,1998,22,19,1549,3,2.27,0.58,0.17,0.06,0,0.81
807,Nicolás Ezequiel Fernández,ARG,MFDF,Elche,La Liga,23,2000,9,2,311,0,0.29,0.29,0,0.57,0,2.57
808,Abdessamad Ezzalzouli,MAR,FWMF,Osasuna,La Liga,21,2001,14,8,588,0,2.15,0.62,0.31,0.46,0.15,1.54
809,?ukasz Fabia?ski,POL,GK,West Ham,Premier League,37,1985,22,22,1873,0,0,0,0,0,0,0
810,Fabinho,BRA,MF,Liverpool,Premier League,29,1993,18,14,1253,0,0.58,0.22,0,0.14,0,1.15
811,Fábio,BRA,DFMF,Nantes,Ligue 1,32,1990,6,3,224,0,1.2,0.8,0,0.4,0.4,0.8
812,Noah Fadiga,SEN,DF,Brest,Ligue 1,23,1999,13,12,886,1,0.92,0.31,0,0.1,0,1.12
813,Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,16,16,1440,0,0.25,0.06,0,0.13,0,1.19
814,Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3,3,270,0,0,0,0,0.67,0,0.33
815,Nicolò Fagioli,ITA,MF,Juventus,Serie A,22,2001,12,6,567,2,0.95,0.63,0.32,0,0,0.63
816,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,34,1988,3,3,270,0,0,0,0,0,0,0
817,Romain Faivre,FRA,FW,Lorient,Ligue 1,24,1998,2,1,118,0,2.31,0.77,0,0,0,0.77
818,Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,10,3,300,0,1.52,0.61,0.3,0,0,0.91
819,Radamel Falcao,COL,FWMF,Rayo Vallecano,La Liga,37,1986,17,3,470,2,2.88,0.77,0,0.58,0,0.58
820,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,22,22,1980,0,0,0,0,0.05,0,0
821,Fali,ESP,DFMF,Cádiz,La Liga,29,1993,14,12,914,0,0.39,0,0,0.39,0,0.78
822,Mamadou Fall,SEN,DF,Villarreal,La Liga,20,2002,1,0,30,0,0,0,0,0,0,0
823,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31,1991,8,7,478,0,1.89,0.57,0.38,0.57,0,0.94
824,Ansu Fati,ESP,FW,Barcelona,La Liga,20,2002,20,7,778,3,4.3,1.16,0.35,0.23,0,0.7
825,Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,13,5,411,0,0.87,0.22,0.43,0.22,0.22,2.39
826,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,24,1999,2,0,37,0,0,0,0,0,0,0
827,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,12,12,1059,1,0.93,0.17,0,0.17,0.08,1.02
828,Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,11,2,245,0,0.74,0,0,0.74,0,2.96
829,Zouhair Feddal,MAR,DF,Valladolid,La Liga,34,1989,8,4,375,0,0.24,0,0,0.24,0,0.48
830,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,13,10,781,2,2.18,0.46,0.23,0.46,0.11,0.34
831,Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,1,0,84,0,1.11,0,0,0,0,0
832,Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,3,2,194,0,0.45,0,0,0,0,0.91
833,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,11,10,772,0,0.23,0.12,0,0.12,0.35,1.16
834,João Félix,POR,MFFW,Chelsea,Premier League,23,1999,2,2,147,1,5.63,3.75,0,0,0.63,1.25
835,João Félix,POR,FWMF,Atlético Madrid,La Liga,23,1999,14,7,650,4,3.61,1.67,0.42,0.69,0,0.97
836,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,12,9,886,0,0.2,0.1,0.1,0.1,0,1.33
837,Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,14,10,893,0,0,0,0,0,0,0.51
838,Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,6,2,233,3,3.08,1.92,0.77,0.38,0,0
839,Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,15,12,1007,3,1.7,0.8,0,0.27,0,1.34
840,Bruno Fernandes,POR,MFFW,Manchester Utd,Premier League,28,1994,21,21,1888,5,2.05,0.62,0.19,0.24,0,1.38
841,Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,18,14,1268,0,0.64,0.07,0.14,0.21,0,1.13
842,Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,10,10,900,0,0,0,0,0.1,0,0.1
843,Álex Fernández,ESP,MFFW,Cádiz,La Liga,30,1992,19,14,1228,3,0.88,0.51,0,0,0,0.44
844,Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,10,10,900,0,0,0,0,0,0,0
845,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,10,4,256,0,2.5,1.07,0,0.71,0,0.71
846,Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,2,2,180,0,1.5,0,0.5,0,0,3
847,Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1,1,90,0,0,0,0,0,0,1
848,Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,16,14,1315,1,0.55,0.07,0,0.21,0,1.23
849,Mateo Fernández,ESP,FWMF,Leeds United,Premier League,19,2003,2,0,3,0,0,0,0,0,0,0
850,Fernando,ESP,GK,Almería,La Liga,32,1990,20,20,1800,0,0,0,0,0.05,0,0
851,Fernando,BRA,MFDF,Sevilla,La Liga,35,1987,13,12,971,0,0.28,0,0,0.19,0,1.48
852,Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,12,10,868,0,0.52,0,0,0.31,0,0.52
853,Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,5,5,373,0,0,0,0,0.24,0,2.2
854,Salvador Ferrer,ESP,DF,Spezia,Serie A,25,1998,2,0,92,0,0,0,0,0,0,1
855,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,19,18,1511,0,0.36,0.06,0.12,0.24,0,1.19
856,Fidel,ESP,FWMF,Elche,La Liga,33,1989,10,4,405,0,0.44,0,0.22,0.67,0,0.67
857,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,2,0,47,0,2,0,0,0,0,0
858,Roberto Firmino,BRA,FWMF,Liverpool,Premier League,31,1991,13,11,929,7,3.2,1.94,0.29,0,0,1.07
859,Junior Firpo,ESP,DF,Leeds United,Premier League,26,1996,5,1,209,0,0,0,0,0.43,0,1.74
860,Kilian Fischer,GER,DFFW,Wolfsburg,Bundesliga,22,2000,3,1,114,0,0,0,0,0.77,0,0
861,Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,20,20,1800,0,0,0,0,0,0,0
862,Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,8,5,512,0,0.35,0.18,0,0.18,0,0.53
863,Alexis Flips,FRA,DFMF,Reims,Ligue 1,23,2000,17,14,1011,2,2.59,0.89,0.27,0.09,0.09,1.43
864,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2,1,97,0,0,0,0,0,0,1.82
865,Phil Foden,ENG,FWDF,Manchester City,Premier League,22,2000,18,13,1045,7,2.41,1.21,0.34,0.09,0,0.6
866,Datro Fofana,CIV,FWMF,Chelsea,Premier League,20,2002,1,0,16,0,5,0,0,0,0,0
867,Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,20,19,1742,3,2.16,0.62,0.15,0.05,0,0.36
868,Wesley Fofana,FRA,DF,Leicester City,Premier League,22,2000,2,2,180,0,1,0.5,0,0.5,0,1
869,Wesley Fofana,FRA,DF,Chelsea,Premier League,22,2000,2,2,180,0,0.5,0,0,0,0,0.5
870,Yahia Fofana,FRA,GK,Angers,Ligue 1,22,2000,8,8,720,0,0,0,0,0.13,0,0
871,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,22,21,1839,1,1.03,0.25,0.05,0.1,0.05,1.13
872,Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,8,7,623,0,0.14,0,0,0,0,1.01
873,José Fonte,POR,DF,Lille,Ligue 1,39,1983,19,18,1589,1,0.62,0.11,0,0.23,0,0.79
874,Pablo Fornals,ESP,FWMF,West Ham,Premier League,26,1996,18,11,960,1,1.59,0.47,0,0,0,0.75
875,Emil Forsberg,SWE,MFFW,RB Leipzig,Bundesliga,31,1991,17,7,755,2,0.83,0.36,0.24,0.24,0,0.83
876,Adam Forshaw,ENG,MF,Leeds United,Premier League,31,1991,5,2,159,0,0,0,0,0,0,0.56
877,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,2,2,180,0,0,0,0,0,0,0
878,Philipp Förster,GER,MF,Bochum,Bundesliga,28,1995,17,11,867,2,1.25,0.52,0.52,0.21,0,1.46
879,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,1,0,7,0,0,0,0,0,0,0
880,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,25,1998,7,1,113,0,1.54,1.54,0,0.77,0,2.31
881,Dimitri Foulquier,FRA,DFMF,Valencia,La Liga,29,1993,15,6,665,0,0.27,0,0.14,0.27,0,1.62
882,Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,9,7,631,1,0.43,0.29,0,0.29,0,1.86
883,Raphael Framberger,GER,DFFW,Augsburg,Bundesliga,27,1995,3,2,176,0,0,0,0,0,0,3
884,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,1,0,1,0,0,0,0,0,0,0
885,Bartol Franji?,CRO,MF,Wolfsburg,Bundesliga,23,2000,5,3,227,0,0.8,0.8,0.4,0,0,0.8
886,Przemys?aw Frankowski,POL,DFMF,Lens,Ligue 1,27,1995,22,17,1579,2,1.09,0.17,0.11,0.06,0,1.77
887,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,8,3,313,0,1.71,0.29,0,0.29,0,0.57
888,Davide Frattesi,ITA,MF,Sassuolo,Serie A,23,1999,21,21,1726,5,1.98,0.94,0,0.16,0,0.99
889,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,19,7,763,2,2.47,0.59,0,0.47,0,1.76
890,Ryan Fredericks,ENG,DF,Bournemouth,Premier League,30,1992,9,5,463,0,0,0,0,0.2,0,0.2
891,Iván Fresneda,ESP,DF,Valladolid,La Liga,18,2004,10,7,769,0,0.12,0,0,0.12,0,2.24
892,Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,18,16,1461,0,0.37,0.06,0,0.19,0,0.99
893,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,5,2,230,0,3.46,1.15,0.38,0.38,0,0
894,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,18,18,1514,0,0.18,0.06,0,0.3,0.06,1.25
895,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,27,1995,15,10,964,1,0.65,0.28,0,0.09,0,0.84
896,Jeremie Frimpong,NED,DFMF,Leverkusen,Bundesliga,22,2000,20,19,1614,5,1.23,0.56,0.22,0.11,0,1.01
897,Chris Führich,GER,FWMF,Stuttgart,Bundesliga,25,1998,19,13,1182,4,2.37,0.69,0,0.15,0,0.92
898,Angelo Fulgini,FRA,DF,Lens,Ligue 1,26,1996,1,0,19,0,0,0,0,0,0,0
899,Angelo Fulgini,FRA,MF,Mainz 05,Bundesliga,26,1996,16,5,525,0,1.38,0.69,0.17,0.17,0,0.86
900,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,19,19,1667,13,3.03,1.19,0.16,0.22,0,0.22
901,Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,11,6,603,0,0.15,0,0,0.3,0,1.49
902,Manolo Gabbiadini,ITA,FWMF,Sampdoria,Serie A,31,1991,19,11,1058,4,3.47,1.44,0.08,0.34,0,0.34
903,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,3,0,33,0,5,0,2.5,0,0,2.5
904,Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,10,3,394,0,2.27,0.45,0,0.23,0,1.14
905,Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,1,0,23,0,0,0,0,0,0,0
906,Cody Gakpo,NED,FW,Liverpool,Premier League,23,1999,3,3,255,0,3.21,0.36,0,0,0,0.71
907,Javi Galán,ESP,DF,Celta Vigo,La Liga,28,1994,20,19,1720,0,0.37,0,0.05,0.1,0,2.09
908,Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,29,1993,17,15,1303,0,0.48,0.14,0,0.41,0,1.79
909,Pablo Galdames Millán,CHI,DF,Cremonese,Serie A,26,1996,1,0,32,0,0,0,0,0,0,5
910,Conor Gallagher,ENG,MFFW,Chelsea,Premier League,23,2000,20,10,841,1,1.4,0.54,0.11,0.65,0.11,2.04
911,Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,18,15,1332,0,0.2,0.07,0.07,0.2,0.07,1.22
912,Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,15,15,1350,0,0,0,0,0.2,0,0.13
913,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,15,15,1272,0,0.5,0.07,0,0.14,0,1.42
914,Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,20,16,1394,7,1.94,1.16,0,0.06,0.06,0.45
915,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,16,15,1221,0,0.07,0.07,0.07,0.22,0,1.54
916,Ignatius Ganago,CMR,FWMF,Nantes,Ligue 1,23,1999,16,8,831,3,1.74,0.65,0.33,0,0,0.33
917,Ignatius Ganago,CMR,FW,Lens,Ligue 1,23,1999,4,0,59,0,1.43,0,0,0,0,0
918,Silvère Ganvoula M'Boussy,CGO,FW,Bochum,Bundesliga,26,1996,12,0,208,0,3.91,1.3,0,0.43,0,0.87
919,Aleix García,ESP,MF,Girona,La Liga,25,1997,21,21,1831,0,1.23,0.54,0.2,0.05,0,0.54
920,Álvaro García,ESP,FWMF,Rayo Vallecano,La Liga,30,1992,18,17,1482,4,1.45,0.85,0.12,0.18,0,1.03
921,Borja García,ESP,FWMF,Girona,La Liga,32,1990,3,2,138,1,2,2,0,0,0,0.67
922,Carlos García,ESP,DF,Cádiz,La Liga,22,2000,1,0,25,0,0,0,3.33,0,0,0
923,Dani García,ESP,MF,Athletic Club,La Liga,32,1990,13,7,595,0,0.3,0,0.15,0.3,0,1.36
924,David García,ESP,DF,Osasuna,La Liga,28,1994,18,18,1579,1,0.46,0.11,0,0.34,0.06,0.74
925,Eric García,ESP,DF,Barcelona,La Liga,22,2001,11,9,743,1,0.36,0.12,0,0.24,0,1.33
926,Francisco Garcia,ESP,DF,Rayo Vallecano,La Liga,23,1999,20,20,1787,0,0.9,0.3,0.1,0,0,1.16
927,Raúl García,ESP,FWMF,Athletic Club,La Liga,36,1986,20,4,565,1,4.92,0.79,0.32,0.16,0,0.95
928,Rubén García,ESP,MFFW,Osasuna,La Liga,29,1993,17,5,625,1,1.88,0.14,0.29,0.29,0,0.43
929,Unai García,ESP,DF,Osasuna,La Liga,31,1992,16,15,1271,0,0.28,0.07,0.07,0.43,0.07,0.5
930,Alejandro Garnacho,ESP,FW,Manchester Utd,Premier League,18,2004,11,3,328,1,3.33,1.39,0.56,0.56,0,0.28
931,James Garner,ENG,MF,Everton,Premier League,21,2001,6,0,142,0,1.25,0.63,0,0.63,0,3.13
932,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1,1,90,0,0,0,0,0,0,0
933,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,1,0,36,0,5,0,0,0,0,0
934,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35,1988,18,18,1564,2,0.69,0.34,0.11,0.29,0,1.32
935,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,6,6,540,0,1,0.17,0,0.33,0,0.5
936,Gavi,ESP,MFFW,Barcelona,La Liga,18,2004,20,15,1268,1,0.92,0.21,0.14,0.28,0,1.28
937,Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,11,11,990,0,0,0,0,0.09,0,0
938,David de Gea,ESP,GK,Manchester Utd,Premier League,32,1990,22,22,1980,0,0,0,0,0,0,0
939,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,17,17,1181,1,0.31,0.15,0.15,0.38,0,0.92
940,Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,15,1,212,0,4.17,0.83,0.83,0.42,0,0.83
941,Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,22,20,1814,0,0.3,0,0,0.15,0,1.73
942,Denis Genreau,AUS,MFFW,Toulouse,Ligue 1,23,1999,8,0,95,0,0,0,0,1.82,0,3.64
943,Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,15,12,973,4,1.57,0.74,0.09,0.19,0,0.83
944,Valère Germain,FRA,FWMF,Montpellier,Ligue 1,32,1990,20,5,582,2,2.62,0.77,0,0,0.15,0.77
945,Gerson,BRA,MF,Marseille,Ligue 1,25,1997,10,6,417,2,1.96,1.3,0,0.22,0,0.87
946,Ismaël Gharbi,ESP,MFFW,Paris S-G,Ligue 1,18,2004,3,0,47,0,2,0,0,2,0,0
947,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,26,1997,6,6,467,0,0.58,0,0.19,0.38,0,1.15
948,Saman Ghoddos,IRN,MFFW,Brentford,Premier League,29,1993,9,0,90,0,1,1,0,0,0,0
949,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,32,1991,1,0,25,0,0,0,0,0,0,3.33
950,Morgan Gibbs-White,ENG,FWMF,Wolves,Premier League,23,2000,2,2,180,0,1.5,0.5,0,0.5,0,0.5
951,Morgan Gibbs-White,ENG,MFFW,Nott'ham Forest,Premier League,23,2000,19,18,1556,2,2.14,0.58,0.23,0.06,0,0.4
952,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,31,1991,16,10,945,0,1.62,0.29,0.19,0.29,0,0.76
953,Samuel Gigot,FRA,DF,Marseille,Ligue 1,29,1993,17,16,1271,2,0.57,0.21,0.14,0.28,0.14,1.06
954,Rafa? Gikiewicz,POL,GK,Augsburg,Bundesliga,35,1987,16,16,1440,0,0,0,0,0.13,0,0.13
955,Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,16,15,1265,0,0.43,0.14,0.07,0.35,0,1.28
956,Mario Gila,ESP,DF,Lazio,Serie A,22,2000,4,0,90,0,0,0,0,0,0,1
957,Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,7,2,163,0,1.11,0,0,0.56,0,0
958,Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,1,0,17,0,0,0,0,0,0,0
959,Gvidas Gineitis,LTU,MF,Torino,Serie A,18,2004,1,1,45,0,0,0,0,2,0,0
960,Matthias Ginter,GER,DF,Freiburg,Bundesliga,29,1994,20,20,1800,3,0.5,0.3,0.05,0.1,0,0.7
961,Andrei Girotto,BRA,DFMF,Nantes,Ligue 1,30,1992,21,21,1872,1,0.77,0.1,0.05,0.14,0,1.92
962,Olivier Giroud,FRA,FW,Milan,Serie A,36,1986,20,16,1352,7,3.6,1.2,0.27,0.4,0.07,0.27
963,Serge Gnabry,GER,FWMF,Bayern Munich,Bundesliga,27,1995,20,13,1106,9,3.98,1.87,0.33,0,0,0.65
964,Degnand Gnonto,ITA,FWMF,Leeds United,Premier League,19,2003,10,8,716,2,1.63,0.75,0.13,0.25,0,1.13
965,Ben Godfrey,ENG,DF,Everton,Premier League,25,1998,4,3,211,0,1.3,0,0,0,0,1.3
966,Pierluigi Gollini,ITA,GK,Fiorentina,Serie A,27,1995,3,3,270,0,0,0,0,0,0,0
967,Aleksandr Golovin,RUS,MFFW,Monaco,Ligue 1,26,1996,22,18,1576,5,2.06,0.97,0.34,0.17,0,1.37
968,André Gomes,POR,MF,Lille,Ligue 1,29,1993,14,8,765,1,1.18,0.35,0,0.35,0,1.29
969,Angel Gomes,ENG,MF,Lille,Ligue 1,22,2000,21,21,1675,2,1.51,0.43,0.16,0.22,0,0.75
970,João Gomes,BRA,MF,Wolves,Premier League,22,2001,1,0,21,1,10,5,0,0,0,0
971,Toti Gomes,POR,DF,Wolves,Premier League,24,1999,7,3,310,0,0,0,0,0.59,0,0.59
972,Dani Gómez,ESP,MFFW,Espanyol,La Liga,24,1998,7,0,76,0,0,0,0,2.5,0,1.25
973,Joe Gomez,ENG,DF,Liverpool,Premier League,25,1997,17,11,1106,0,0.24,0,0,0.24,0,1.38
974,Maxi Gómez,URU,FW,Valencia,La Liga,26,1996,3,0,108,0,2.5,0,0,0,0,0
975,Moi Gómez,ESP,MFFW,Osasuna,La Liga,28,1994,20,20,1641,1,0.6,0.22,0.11,0.16,0,0.55
976,Papu Gómez,ARG,MFFW,Sevilla,La Liga,34,1988,13,6,670,0,2.16,0.81,0.14,0.54,0,0.54
977,Sergi Gómez,ESP,DF,Espanyol,La Liga,30,1992,14,12,1127,0,0.16,0,0,0.08,0.08,0.48
978,Sergio Gómez,ESP,DFMF,Manchester City,Premier League,22,2000,5,0,111,0,1.67,0,0.83,0,0,0.83
979,Maxime Gonalons,FRA,MF,Clermont Foot,Ligue 1,33,1989,11,8,547,1,0.49,0.16,0,0.49,0,1.8
980,Diego González,ESP,DF,Elche,La Liga,28,1995,11,6,726,0,0.62,0,0,0.37,0,0.74
981,Édgar González,ESP,DF,Betis,La Liga,25,1997,16,12,1145,0,0.39,0.08,0,0.39,0.08,0.87
982,Giovanni González,URU,DF,Mallorca,La Liga,28,1994,8,5,521,0,0.69,0,0.34,0.52,0,0.69
983,Joan Gonzàlez,ESP,MF,Lecce,Serie A,21,2002,22,19,1598,1,0.79,0.17,0.17,0.28,0,1.07
984,Nicolás González,ARG,FWMF,Fiorentina,Serie A,24,1998,11,4,450,3,3.8,1.4,0.2,0.4,0,0.4
985,Nicolás González,ESP,MF,Valencia,La Liga,21,2002,13,6,595,1,1.36,0.3,0,0.15,0,0.76
986,Oumar Gonzalez,CMR,DF,Ajaccio,Ligue 1,24,1998,18,18,1576,0,0.4,0.06,0,0.4,0,0.91
987,Roberto González,ESP,FWMF,Betis,La Liga,22,2001,2,0,54,0,0,0,0,1.67,0,0
988,Jacek Góralski,POL,MF,Bochum,Bundesliga,30,1992,3,2,142,0,0,0,0,0,0,1.25
989,Anthony Gordon,ENG,MFFW,Newcastle Utd,Premier League,21,2001,2,0,77,0,3.33,0,0,1.11,0,1.11
990,Anthony Gordon,ENG,FW,Everton,Premier League,21,2001,16,12,1095,3,2.13,1.31,0,0.49,0,1.8
991,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,28,1995,15,13,1016,3,2.48,0.62,0.09,0.27,0,1.15
992,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,26,1996,13,8,738,0,0.73,0,0,0.24,0,0.85
993,Robin Gosens,GER,DF,Inter,Serie A,28,1994,18,1,363,1,1.5,0.25,0,0.25,0,2.25
994,Mario Götze,GER,MF,Eint Frankfurt,Bundesliga,30,1992,19,19,1603,2,0.96,0.34,0.06,0.06,0,0.73
995,Amine Gouiri,FRA,FWMF,Nice,Ligue 1,22,2000,3,3,226,0,2,0.8,0,0,0,0.4
996,Amine Gouiri,FRA,FW,Rennes,Ligue 1,22,2000,17,17,1356,9,2.85,1.46,0.07,0.07,0,0.6
997,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,31,1991,19,19,1646,0,0.55,0.16,0,0.38,0,1.04
998,Jonathan Gradit,FRA,DF,Lens,Ligue 1,30,1992,17,17,1412,1,0.19,0.06,0.13,0.25,0,1.15
999,José Gragera,ESP,MF,Espanyol,La Liga,22,2000,1,0,31,0,0,0,0,0,0,3.33
1000,Alberto Grassi,ITA,MF,Empoli,Serie A,27,1995,11,6,469,0,0.77,0.19,0,0.19,0,2.5
1001,Ryan Gravenberch,NED,MF,Bayern Munich,Bundesliga,20,2002,12,0,251,0,2.5,0.36,0,0.36,0,1.43
1002,Andrew Gravillon,GLP,DF,Torino,Serie A,25,1998,1,0,11,0,0,0,0,0,0,0
1003,Andrew Gravillon,GLP,DF,Reims,Ligue 1,25,1998,13,12,1038,0,0.7,0.09,0,0.26,0,0.7
1004,Demarai Gray,ENG,FWMF,Everton,Premier League,26,1996,20,19,1679,3,1.93,0.75,0.05,0.05,0,0.7
1005,Adrian Grbi?,AUT,MFFW,Lorient,Ligue 1,26,1996,2,0,25,0,10,0,0,0,0,0
1006,Ivo Grbi?,CRO,GK,Atlético Madrid,La Liga,27,1996,4,2,208,0,0,0,0,0.43,0,0
1007,Jack Grealish,ENG,FW,Manchester City,Premier League,27,1995,15,11,1040,2,1.64,0.34,0.26,0.09,0,0.69
1008,Sam Greenwood,ENG,MFFW,Leeds United,Premier League,21,2002,12,2,318,1,3.14,0.57,0.57,0.29,0,1.43
1009,Michael Gregoritsch,AUT,FW,Freiburg,Bundesliga,28,1994,20,19,1445,7,3.04,1.74,0.19,0.19,0,0.43
1010,Leo Greiml,AUT,DF,Schalke 04,Bundesliga,21,2001,4,2,222,0,0.4,0.4,0,0.4,0,0.4
1011,Clément Grenier,FRA,MF,Mallorca,La Liga,32,1991,14,6,598,0,0.45,0.3,0,1.06,0,1.21
1012,Antoine Griezmann,FRA,FWMF,Atlético Madrid,La Liga,31,1991,20,13,1266,6,3.55,1.49,0.43,0,0,1.13
1013,Vincenzo Grifo,ITA,FWMF,Freiburg,Bundesliga,29,1993,19,16,1289,11,2.17,0.91,0.21,0.07,0,0.21
1014,Lennart Grill,GER,GK,Union Berlin,Bundesliga,24,1999,4,4,360,0,0,0,0,0,0,0
1015,Christian Groß,GER,MF,Werder Bremen,Bundesliga,34,1989,17,15,1198,1,0.23,0.08,0,0.08,0,1.2
1016,Pascal Groß,GER,MFDF,Brighton,Premier League,31,1991,21,21,1821,6,1.04,0.5,0.15,0.1,0,0.89
1017,Brajan Gruda,GER,MF,Mainz 05,Bundesliga,18,2004,2,0,4,0,0,0,0,0,0,0
1018,Ilia Gruev,BUL,MF,Werder Bremen,Bundesliga,22,2000,18,11,960,0,0.19,0.09,0,0.09,0,1.4
1019,Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,27,1995,13,12,961,0,0.19,0,0,0.47,0,1.12
1020,Vicente Guaita,ESP,GK,Crystal Palace,Premier League,36,1987,22,22,1980,0,0,0,0,0.05,0,0
1021,Andrés Guardado,MEX,MFFW,Betis,La Liga,36,1986,14,8,691,1,0.39,0.26,0,0.52,0,1.43
1022,Sergi Guardiola,ESP,FW,Valladolid,La Liga,31,1991,14,8,502,0,1.96,0.54,0,0.18,0,1.25
1023,Sergi Guardiola,ESP,FW,Cádiz,La Liga,31,1991,2,1,96,1,5.45,1.82,0,0,0,0.91
1024,Nemanja Gudelj,SRB,DFMF,Sevilla,La Liga,31,1991,19,18,1604,2,1.29,0.34,0,0.28,0,1.07
1025,Gabriel Gudmundsson,SWE,FWDF,Lille,Ligue 1,23,1999,5,1,109,0,0.83,0,0,0,0,2.5
1026,Gonçalo Guedes,POR,FWMF,Wolves,Premier League,26,1996,13,8,707,1,2.41,0.76,0.13,0.13,0,0.76
1027,Axel Gueguin,FRA,FWMF,Montpellier,Ligue 1,17,2005,2,0,14,0,0,0,0,0,0,0
1028,Marc Guéhi,ENG,DF,Crystal Palace,Premier League,22,2000,21,21,1890,0,0.33,0.19,0,0.33,0,0.76
1029,Mattéo Guendouzi,FRA,MF,Marseille,Ligue 1,23,1999,21,17,1462,1,1.3,0.25,0.19,0.12,0,0.74
