Rk,Player,Nation,Pos,Team,Comp,Age,Born,Match,Starts,Min,Goals,Shots,SoT,Assists,CrdY,CrdR,TklW
583,Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,30,1992,13,4,541,5,2.33,2,0,0.33,0,0.67
584,Colin Dagba,FRA,DF,Strasbourg,Ligue 1,24,1998,12,7,560,0,0.32,0,0,0.16,0,1.61
585,Finn Dahmen,GER,GK,Mainz 05,Bundesliga,24,1998,5,5,450,0,0,0,0,0,0,0
586,Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,27,1996,5,3,198,0,1.82,0,0,0,0,2.73
587,Patson Daka,ZAM,FW,Leicester City,Premier League,24,1998,17,9,706,3,2.44,1.41,0.38,0.26,0,0.64
588,Thijs Dallinga,NED,FW,Toulouse,Ligue 1,22,2000,21,15,1208,7,2.01,1.12,0.07,0.3,0,0.3
589,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,1999,15,14,1268,0,0.99,0.28,0.14,0.35,0,1.77
590,Muhammed Damar,GER,MF,Hoffenheim,Bundesliga,18,2004,5,1,143,0,0.63,0,0,0,0,1.88
591,Mikkel Damsgaard,DEN,MFFW,Brentford,Premier League,22,2000,11,1,285,0,1.25,0.94,0,0.63,0,2.19
592,Flavius Daniliuc,AUT,DF,Salernitana,Serie A,21,2001,13,11,1031,0,0.43,0.26,0.09,0.35,0,1.13
593,Flavius Daniliuc,AUT,DF,Nice,Ligue 1,21,2001,2,1,91,0,0,0,0,0,0,0
594,Danilo,BRA,MF,Nott'ham Forest,Premier League,21,2001,2,1,91,0,1,0,0,1,0,4
595,Danilo,BRA,DF,Juventus,Serie A,31,1991,21,20,1813,2,0.75,0.1,0.1,0.15,0,1.44
596,Arnaut Danjuma,NED,FW,Tottenham,Premier League,26,1997,1,0,12,0,0,0,0,0,0,0
597,Arnaut Danjuma,NED,FW,Villarreal,La Liga,26,1997,10,6,479,2,2.08,0.75,0,0,0,0.57
598,Kevin Danso,AUT,DF,Lens,Ligue 1,24,1998,22,22,1980,1,0.59,0.05,0.05,0.23,0,0.64
599,Dante,BRA,DF,Nice,Ligue 1,39,1983,22,22,1980,1,0.5,0.14,0.05,0.18,0,1
600,Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,21,2002,7,1,181,0,0.5,0,0,0.5,0,0.5
601,Sergi Darder,ESP,MF,Espanyol,La Liga,29,1993,20,20,1773,2,1.02,0.25,0.05,0.1,0,1.07
602,Achraf Dari,MAR,DF,Brest,Ligue 1,23,1999,12,10,901,1,0.4,0.2,0,0.1,0,0.9
603,Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,32,1990,3,0,31,0,0,0,0,0,0,3.33
604,Matteo Darmian,ITA,DF,Inter,Serie A,33,1989,16,12,993,1,0.27,0.09,0.18,0.18,0,1.45
605,Josh Dasilva,ENG,MF,Brentford,Premier League,24,1998,22,11,999,3,1.17,0.45,0.18,0.09,0,0.63
606,Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,21,20,1759,12,3.13,1.38,0.21,0.15,0,0.51
607,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,17,16,1398,0,0.52,0.19,0.13,0,0,1.29
608,Ben Davies,WAL,DF,Tottenham,Premier League,29,1993,20,16,1441,2,0.63,0.25,0.06,0.13,0,0.44
609,Tom Davies,ENG,MF,Everton,Premier League,24,1998,10,4,413,0,1.3,0.22,0,0.43,0,1.52
610,Pawe? Dawidowicz,POL,DF,Hellas Verona,Serie A,27,1995,11,10,745,1,0.84,0.24,0,0.6,0.12,1.81
611,Craig Dawson,ENG,DF,West Ham,Premier League,32,1990,8,8,720,0,0.75,0.13,0,0.25,0,0.75
612,Craig Dawson,ENG,DF,Wolves,Premier League,32,1990,2,2,180,1,1,0.5,0,0.5,0,0.5
613,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,31,1991,20,18,1599,3,2.64,0.9,0.62,0.06,0,0.51
614,Charles De Ketelaere,BEL,MFFW,Milan,Serie A,21,2001,18,6,702,0,1.54,0.38,0.13,0.26,0,0.64
615,Manuel De Luca,ITA,FW,Sampdoria,Serie A,24,1998,1,0,33,0,0,0,0,0,0,0
616,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,28,1994,15,11,875,1,0.82,0.31,0.21,0.21,0,0.41
617,Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,10,6,603,0,0.6,0,0,0,0,0.9
618,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,34,1988,9,5,518,0,0.69,0.34,0,0.17,0,0.34
619,Thibault De Smet,BEL,DF,Reims,Ligue 1,24,1998,8,8,706,0,0,0,0.13,0.13,0,1.67
620,Koni De Winter,BEL,DF,Empoli,Serie A,20,2002,11,9,805,0,0,0,0,0.34,0,0.67
621,Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,31,1991,10,4,403,1,1.56,1.11,0,0.44,0,0.44
622,Duccio Degli Innocenti,ITA,MF,Empoli,Serie A,19,2003,1,0,3,0,0,0,0,0,0,0
623,Brecht Dejaegere,BEL,MF,Toulouse,Ligue 1,31,1991,18,16,1199,4,1.28,0.45,0.08,0.38,0,0.9
624,Romain Del Castillo,FRA,FWMF,Brest,Ligue 1,26,1996,12,8,610,4,2.5,1.03,0.44,0.29,0,2.06
625,Alberto Del Moral,ESP,MF,Villarreal,La Liga,22,2000,1,0,5,0,0,0,0,0,0,0
626,Thomas Delaine,FRA,DF,Strasbourg,Ligue 1,30,1992,12,8,709,0,0.38,0.25,0.13,0.25,0,1.01
627,Thomas Delaney,DEN,MF,Sevilla,La Liga,31,1991,8,2,309,0,0.88,0.29,0,0.88,0,0.59
628,Thomas Delaney,DEN,MF,Hoffenheim,Bundesliga,31,1991,2,2,141,0,0.63,0,0,0,0,1.25
629,Sacha Delaye,FRA,FWMF,Montpellier,Ligue 1,20,2002,3,0,20,1,10,5,0,0,0,0
630,Fran Delgado,ESP,DF,Betis,La Liga,21,2001,1,0,12,0,0,0,0,0,0,0
631,Andy Delort,ALG,FW,Nice,Ligue 1,31,1991,14,9,781,6,2.64,0.92,0.11,0,0,0
632,Andy Delort,ALG,FW,Nantes,Ligue 1,31,1991,2,0,29,0,3.33,0,0,0,0,3.33
633,Karamoko Dembele,SCO,FWMF,Brest,Ligue 1,19,2003,11,0,123,0,2.86,1.43,0,0,0,0
634,Moussa Dembélé,FRA,FWMF,Lyon,Ligue 1,26,1996,15,6,611,2,2.94,1.18,0,0.15,0,0.59
635,Ousmane Dembélé,FRA,FW,Barcelona,La Liga,25,1997,18,14,1100,5,3.2,1.15,0.41,0.33,0,0.9
636,Siriki Dembélé,CIV,FWMF,Bournemouth,Premier League,26,1996,6,0,110,0,1.67,1.67,0,0,0,0.83
637,Siriki Dembélé,CIV,FW,Auxerre,Ligue 1,26,1996,1,0,12,0,0,0,0,0,0,0
638,Merih Demiral,TUR,DF,Atalanta,Serie A,24,1998,18,12,1228,1,0.37,0.07,0,0.29,0,1.47
639,Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,29,1993,17,10,904,3,1.7,0.3,0.3,0.2,0,1.1
640,Ermedin Demirovi?,BIH,FWMF,Augsburg,Bundesliga,24,1998,19,19,1502,7,2.63,1.08,0.12,0.3,0,0.72
641,Diego Demme,GER,MF,Napoli,Serie A,31,1991,3,0,22,0,0,0,0,0,0,0
642,Sepp van den Berg,NED,DF,Schalke 04,Bundesliga,21,2001,4,4,322,0,0.83,0,0,0.28,0,0.28
643,Branco van den Boomen,NED,MF,Toulouse,Ligue 1,27,1995,22,22,1925,5,1.78,0.75,0.33,0.19,0,0.79
644,Leander Dendoncker,BEL,MF,Aston Villa,Premier League,27,1995,12,3,341,0,0.26,0,0,0,0,1.05
645,Leander Dendoncker,BEL,MF,Wolves,Premier League,27,1995,4,2,214,0,1.25,0.83,0,0,0,0.83
646,Emmanuel Dennis,NGA,FW,Nott'ham Forest,Premier League,25,1997,11,3,408,1,2.44,0.44,0.22,0.44,0,1.11
647,Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,25,1997,16,13,1170,2,0.92,0.31,0.15,0.23,0,1.08
648,Fabio Depaoli,ITA,DFMF,Sampdoria,Serie A,25,1997,3,1,136,0,1.33,0,0,0.67,0,2
649,Kastriot Dermaku,ALB,DF,Lecce,Serie A,31,1992,1,0,34,0,0,0,0,0,0,0
650,Halil Derviþoðlu,TUR,MF,Brentford,Premier League,23,1999,1,0,8,0,10,0,0,0,0,0
651,Rémy Descamps,FRA,GK,Nantes,Ligue 1,26,1996,1,1,90,0,0,0,0,1,0,0
652,Mikkel Desler,DEN,DF,Toulouse,Ligue 1,27,1995,15,14,1203,0,0.52,0.15,0.07,0.15,0.07,1.79
653,Cyriel Dessers,NGA,FW,Cremonese,Serie A,28,1994,18,15,1204,3,2.76,0.6,0,0.15,0,0.07
654,Sergiño Dest,USA,DF,Milan,Serie A,22,2000,8,2,329,0,0.54,0.27,0,0,0,1.62
655,Mattia Destro,ITA,FW,Empoli,Serie A,31,1991,10,6,456,1,3.53,1.18,0,0.39,0,0.2
656,Gerard Deulofeu,ESP,FW,Udinese,Serie A,28,1994,16,15,1211,2,3.26,0.89,0.44,0.07,0,0.37
657,Kiernan Dewsbury-Hall,ENG,MF,Leicester City,Premier League,24,1998,20,19,1538,2,0.88,0.23,0.12,0.12,0,0.99
658,Samuel Di Carmine,ITA,FWMF,Cremonese,Serie A,34,1988,2,0,28,0,3.33,0,0,0,0,0
659,Federico Di Francesco,ITA,FWMF,Lecce,Serie A,28,1994,22,13,1129,1,1.84,0.88,0.16,0.24,0,0.8
660,Michele Di Gregorio,ITA,GK,Monza,Serie A,25,1997,21,21,1890,0,0,0,0,0,0,0
661,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,21,21,1878,1,0.77,0.19,0.14,0.1,0,0.86
662,Ángel Di María,ARG,FW,Juventus,Serie A,34,1988,12,8,608,3,2.5,0.88,0.29,0,0.15,0.59
663,Boulaye Dia,SEN,FW,Salernitana,Serie A,26,1996,20,16,1465,8,1.53,0.8,0.25,0.06,0,0.18
664,Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,23,1999,20,20,1654,7,2.23,1.3,0.16,0.11,0,0.33
665,Mouctar Diakhaby,GUI,DF,Valencia,La Liga,26,1996,14,14,1151,2,0.55,0.23,0,0.47,0.08,0.63
666,Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,21,19,1743,0,0.57,0.15,0,0.21,0,1.29
667,Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,3,1,131,0,0.67,0.67,0,0.67,0,2
668,Abdou Diallo,SEN,DFMF,RB Leipzig,Bundesliga,26,1996,5,5,436,1,0.83,0.21,0,0.42,0,1.04
669,Baila Diallo,FRA,DF,Clermont Foot,Ligue 1,21,2001,2,0,34,0,0,0,0,0,0,0
670,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,27,1995,22,17,1537,10,2.22,0.99,0,0.12,0,0.41
671,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,1999,13,10,714,0,0.76,0,0,0.25,0,1.27
672,Ismael Diallo,CIV,DF,Ajaccio,Ligue 1,26,1997,19,17,1526,0,0.12,0,0,0.29,0.06,1.12
673,Mamady Diarra,MLI,MFDF,Cádiz,La Liga,22,2000,2,1,66,0,4.29,0,0,0,0,1.43
674,Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,19,2004,16,9,821,0,0.99,0.44,0,0.11,0,1.1
675,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,17,10,993,0,0.09,0,0.09,0,0,0.73
676,Stéphane Diarra,FRA,FW,Lorient,Ligue 1,24,1998,19,11,821,1,1.76,0.77,0,0.11,0,1.54
677,Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,3,0,42,0,0,0,0,2,0,0
678,Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,13,9,874,0,0.52,0.1,0,0,0,0.31
679,Krépin Diatta,SEN,MFFW,Monaco,Ligue 1,23,1999,19,14,1342,2,2.08,0.81,0.13,0.2,0,0.81
680,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,23,23,2070,0,0,0,0,0,0,0
681,Brahim Díaz,ESP,MF,Milan,Serie A,23,1999,19,15,1036,4,1.83,0.7,0.26,0.17,0,0.7
682,Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,8,7,613,3,2.35,1.03,0.29,0.29,0,1.18
683,Justin Diehl,GER,FW,Köln,Bundesliga,18,2004,1,0,10,0,0,0,0,0,0,0
684,Bamba Dieng,SEN,FWMF,Marseille,Ligue 1,22,2000,10,1,194,1,5,2.27,0,0.45,0,1.82
685,Bamba Dieng,SEN,FWMF,Lorient,Ligue 1,22,2000,2,1,94,0,4,0,0,0,0,0
686,Eric Dier,ENG,DF,Tottenham,Premier League,29,1994,22,21,1915,2,0.66,0.19,0,0.09,0,0.56
687,Florian Dietz,GER,FW,Köln,Bundesliga,24,1998,11,4,395,1,3.86,1.36,0,0.23,0,0.23
688,Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,15,14,1111,1,0.49,0.24,0,0.16,0,0.65
689,Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,21,19,1467,3,1.9,0.55,0.06,0,0,0.98
690,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,19,19,1710,0,0,0,0,0.16,0,0
691,Junior Dina Ebimbe,FRA,DFMF,Eint Frankfurt,Bundesliga,22,2000,11,8,780,2,1.84,0.57,0.11,0.11,0,1.84
692,Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,8,0,99,0,2.73,0.91,0,0,0,0.91
693,Eren Dinkçi,GER,FWMF,Werder Bremen,Bundesliga,21,2001,7,0,132,0,2,0,0,0,0,2
694,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,11,10,892,0,0.51,0,0,0,0.1,1.11
695,Lois Diony,FRA,FW,Angers,Ligue 1,30,1992,8,5,437,1,2.04,0.41,0,0.2,0,0
696,Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15,12,1146,1,0.24,0.16,0,0.08,0,1.1
697,Sofiane Diop,FRA,MFFW,Nice,Ligue 1,22,2000,15,10,889,1,1.82,0.61,0.4,0.1,0,0.91
698,Sofiane Diop,FRA,MF,Monaco,Ligue 1,22,2000,1,1,65,1,2.86,1.43,0,0,0,0
699,Yehvann Diouf,FRA,GK,Reims,Ligue 1,23,1999,15,15,1350,0,0,0,0,0.13,0,0
700,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,23,22,1980,2,0.64,0.14,0.14,0.09,0,0.68
701,Malcom Abdulai Ares Djalo,ESP,FW,Athletic Club,La Liga,21,2001,1,0,5,0,10,0,0,0,0,0
702,Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,21,20,1735,2,0.62,0.16,0,0.31,0,1.09
703,Djené,TOG,DF,Getafe,La Liga,31,1991,18,18,1536,0,0.18,0,0,0.29,0,0.58
704,Moussa Djenepo,MLI,DFFW,Southampton,Premier League,24,1998,12,6,578,0,0.47,0.31,0.16,0,0,1.41
705,Koffi Djidji,CIV,DF,Torino,Serie A,30,1992,19,17,1521,1,0.47,0.24,0,0.12,0,0.83
706,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,28,1994,21,21,1796,1,0.55,0.1,0.1,0.1,0,1.25
707,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,10,6,623,0,0.29,0,0,0.14,0,1.16
708,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,23,1999,2,0,34,0,0,0,0,0,0,0
709,Marko Dmitrovi?,SRB,GK,Sevilla,La Liga,31,1992,3,2,225,0,0,0,0,0.4,0,0
710,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,1,0,8,0,0,0,0,0,0,0
711,Ben Doak,SCO,FW,Liverpool,Premier League,17,2005,2,0,26,0,0,0,0,0,0,6.67
712,Ritsu Doan,JPN,FWMF,Freiburg,Bundesliga,24,1998,20,18,1484,2,2.18,0.97,0.18,0.12,0,1.09
713,Dodô,BRA,DF,Fiorentina,Serie A,24,1998,17,15,1191,0,0.3,0.08,0.08,0.38,0.08,0.61
714,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,11,11,984,4,0.46,0.46,0.09,0,0,1.19
715,Matt Doherty,IRL,DFMF,Tottenham,Premier League,31,1992,12,7,667,1,1.35,0.27,0,0,0,1.35
716,Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,14,10,937,2,1.44,0.58,0.29,0,0,0.38
717,Jeremy Doku,BEL,MFFW,Rennes,Ligue 1,20,2002,15,2,425,0,1.49,0.64,0,0,0,1.49
718,Kasper Dolberg,DEN,FW,Sevilla,La Liga,25,1997,4,2,197,0,0.91,0.45,0.45,0,0,0
719,Kasper Dolberg,DEN,FWMF,Hoffenheim,Bundesliga,25,1997,5,2,213,0,1.25,0.42,0,0,0,0.42
720,Carlos Dominguez,ESP,MF,Celta Vigo,La Liga,22,2001,1,0,1,0,0,0,0,0,0,0
721,Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,18,15,1336,1,1.42,0.41,0.14,0.41,0,2.09
722,John Donald,ESP,DF,Elche,La Liga,22,2000,3,2,150,0,0,0,0,0,0.59,0
723,Giulio Donati,ITA,DF,Monza,Serie A,33,1990,4,2,212,0,0.42,0,0,0.42,0,0.42
724,Kyliane Dong,FRA,DFMF,Troyes,Ligue 1,18,2004,3,0,58,0,1.67,0,0,0,0,1.67
725,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,23,23,2070,0,0,0,0,0.09,0,0
726,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,4,0,80,0,0,0,0,1.11,0,3.33
727,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,25,1997,21,21,1890,2,0.9,0.29,0,0.19,0,1
728,Jodel Dossou,BEN,MFDF,Clermont Foot,Ligue 1,30,1992,9,2,258,1,2.07,1.03,0,0,0,1.38
729,Lohann Doucet,FRA,MFFW,Nantes,Ligue 1,20,2002,8,0,78,0,1.11,1.11,0,0,0,0
730,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,30,1993,11,3,318,0,1.14,0.29,0,0.29,0,1.43
731,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,20,20,1647,0,1.26,0.27,0.11,0.38,0,1.91
732,Ckene Doucouré,COM,FWMF,Lorient,Ligue 1,20,2002,5,0,56,0,5,0,1.67,0,0,3.33
733,Désiré Doué,FRA,MFFW,Rennes,Ligue 1,17,2005,16,7,699,3,1.67,0.64,0.13,0.38,0,1.67
734,Guela Doué,FRA,FW,Rennes,Ligue 1,20,2002,1,0,8,0,0,0,0,0,0,0
735,Ismaël Doukouré,FRA,DF,Strasbourg,Ligue 1,19,2003,13,11,1021,1,0.35,0.18,0,0.27,0,0.53
736,Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,19,11,891,2,1.92,0.81,0.2,0,0,1.11
737,Souleyman Doumbia,CIV,DFFW,Angers,Ligue 1,26,1996,18,18,1479,0,0.24,0.12,0,0.12,0.06,1.46
738,Flynn Downes,ENG,MF,West Ham,Premier League,24,1999,10,3,310,0,0.59,0,0,0,0,1.47
739,Bart?omiej Dr?gowski,POL,GK,Spezia,Serie A,25,1997,20,20,1752,0,0,0,0,0.05,0,0
740,Cody Drameh,ENG,DF,Leeds United,Premier League,21,2001,1,1,69,0,0,0,0,0,0,5
741,Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,5,5,327,0,1.11,0.56,0,0.28,0,0.56
742,Dominick Drexler,GER,MFFW,Schalke 04,Bundesliga,32,1990,16,10,835,2,1.08,0.32,0.32,0.22,0.11,1.18
743,Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,19,19,1665,0,0.59,0.16,0.11,0.38,0,0.54
744,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,20,20,1661,4,2.7,1.35,0.27,0.05,0,0.16
745,Ondrej Duda,SVK,MF,Hellas Verona,Serie A,28,1994,2,1,123,0,0.71,0,0,0.71,0,1.43
746,Ondrej Duda,SVK,MF,Köln,Bundesliga,28,1994,13,9,689,0,1.56,0.39,0,0.52,0,1.04
747,Shane Duffy,IRL,FWDF,Fulham,Premier League,31,1992,4,0,6,0,0,0,0,0,0,0
748,Rémy Dugimont,FRA,FWMF,Auxerre,Ligue 1,36,1986,10,0,108,0,3.33,0.83,0.83,0.83,0,0.83
749,Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,18,14,1195,1,1.5,0.68,0.15,0.23,0,0.45
750,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,13,6,537,0,0.33,0,0,0.17,0,1.17
751,Lewis Dunk,ENG,DF,Brighton,Premier League,31,1991,21,21,1889,0,0.48,0.05,0,0.1,0,0.38
752,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,22,22,1980,0,0,0,0,0.05,0,0
753,Jhon Durán,COL,FW,Aston Villa,Premier League,19,2003,1,0,9,0,0,0,0,0,0,0
754,Pablo Durán,ESP,MFDF,Celta Vigo,La Liga,22,2001,4,0,36,0,0,0,0,0,0,0
755,Hugo Duro,ESP,FWMF,Valencia,La Liga,23,1999,15,4,541,1,2.67,0.83,0,0.33,0,0.33
756,Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,25,1997,19,14,1390,0,0.13,0,0,0.06,0,1.56
757,Paulo Dybala,ARG,MFFW,Roma,Serie A,29,1993,16,15,1179,8,2.82,0.99,0.46,0.23,0,0.15
758,Edin D?eko,BIH,FW,Inter,Serie A,36,1986,21,15,1298,7,3.61,1.25,0.21,0.21,0,0.07
759,Malcolm Ebiowei,ENG,MFFW,Crystal Palace,Premier League,19,2003,3,0,34,0,0,0,0,0,0,2.5
760,Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,5,0,45,0,4,2,0,2,0,0
761,Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,18,8,908,0,0.3,0,0,0.3,0,0.79
762,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,1995,13,9,823,1,1.1,0.22,0.11,0,0,0.55
763,Ederson,BRA,GK,Manchester City,Premier League,29,1993,21,21,1890,0,0,0,0.05,0.05,0,0
764,Éderson,BRA,MFFW,Atalanta,Serie A,23,1999,19,12,1080,1,1.75,0.42,0,0.17,0,1.83
765,Odsonne Édouard,FRA,FWMF,Crystal Palace,Premier League,25,1998,20,12,1093,3,2.07,0.83,0.17,0.25,0,0.83
766,Samuel Edozie,ENG,FWMF,Southampton,Premier League,20,2003,15,5,541,0,1.33,0.5,0,0,0,1.33
767,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,19,15,1397,0,0.39,0.06,0.13,0.26,0,0.9
768,Lilian Egloff,GER,MFFW,Stuttgart,Bundesliga,20,2002,10,2,241,0,2.96,0,0,0.37,0,3.7
769,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,16,7,628,1,0.71,0.29,0.14,0.57,0,1.14
770,Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,16,5,622,1,0.72,0.14,0,0.43,0,1.74
771,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,1,1,61,0,1.43,1.43,0,0,0,0
772,Chidera Ejuke,NGA,FWMF,Hertha BSC,Bundesliga,25,1998,15,9,790,0,2.39,0.57,0.34,0,0,0.34
773,Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,15,5,586,0,0.92,0.15,0.15,0.62,0.15,1.23
774,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,16,8,742,3,2.2,0.85,0.37,0,0,0.49
775,Emmanuel Ekong,SWE,FWMF,Empoli,Serie A,20,2002,2,0,20,0,5,0,0,0,0,0
776,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,13,5,397,0,1.82,0.68,0.23,0,0,0
777,Alberth Elis,HON,MFFW,Brest,Ligue 1,27,1996,2,0,71,0,0,0,0,0,0,1.25
778,Mikael Ellertsson,ISL,MFDF,Spezia,Serie A,20,2002,11,1,171,0,1.05,0,0,1.58,0,1.05
779,Harvey Elliott,ENG,MFFW,Liverpool,Premier League,19,2003,20,13,1131,1,1.67,0.48,0.08,0.08,0,0.56
780,Elif Elmas,MKD,FWMF,Napoli,Serie A,23,1999,20,6,824,5,1.74,0.76,0.11,0.11,0,0.54
781,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,5,1,113,0,0,0,0,0,0,0.77
782,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16,12,1028,0,0.53,0,0.09,0.35,0.09,1.05
783,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,26,1996,17,17,1485,2,0.61,0.3,0,0,0,0.85
784,Rodrigo Ely,BRA,DF,Almería,La Liga,29,1993,20,20,1715,0,0.63,0.05,0,0.26,0.05,0.52
785,Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,20,2003,19,18,1540,7,1.93,0.99,0.06,0.29,0.06,0.18
786,Mohamed Elyounoussi,NOR,MFFW,Southampton,Premier League,28,1994,20,17,1400,0,1.79,0.45,0.06,0.19,0,1.03
787,Adri Embarba,ESP,FWMF,Almería,La Liga,30,1992,16,9,786,1,2.53,0.92,0.34,0.57,0.11,1.84
788,Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,1,0,35,0,5,0,0,0,0,0
789,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,23,17,1542,12,1.99,0.99,0.12,0.12,0,0.47
790,Emerson,BRA,DF,Tottenham,Premier League,24,1999,18,14,1196,1,0.9,0.3,0.08,0.08,0.08,1.58
791,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,17,8,741,3,3.17,1.46,0,0.12,0,0.85
792,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,30,1993,19,19,1662,3,1.51,0.38,0.05,0,0,1.3
793,Arne Engels,BEL,MF,Augsburg,Bundesliga,19,2003,5,5,421,0,0.85,0.21,0.43,0.43,0,1.06
794,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,19,18,1489,1,1.39,0.48,0.42,0.18,0,0.61
795,Martin Erlic,CRO,DF,Sassuolo,Serie A,25,1998,14,14,1221,0,0.07,0,0,0.15,0,0.59
796,Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,9,7,555,0,0.97,0.16,0.16,0,0.16,1.29
797,Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,3,2,210,2,2.17,0.87,0,0.43,0,1.3
798,Sergio Escudero,ESP,DF,Valladolid,La Liga,33,1989,10,10,767,0,1.41,0.47,0,0.24,0,1.76
799,Alfonso Espino,URU,DF,Cádiz,La Liga,31,1992,21,20,1772,0,0.56,0.05,0.15,0.25,0,1.62
800,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13,10,842,0,0.64,0.32,0.11,0.32,0,0
801,Salvatore Esposito,ITA,MF,Spezia,Serie A,22,2000,4,2,190,0,0.48,0,0,1.43,0.48,0.95
802,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18,14,1333,0,0.27,0,0,0.2,0,0.81
803,Pervis Estupiñán,ECU,DF,Brighton,Premier League,25,1998,18,15,1261,0,0.57,0,0.21,0.21,0,1.29
804,Jonny Evans,NIR,DF,Leicester City,Premier League,35,1988,9,9,810,0,0.11,0.11,0,0,0,0.44
805,Edu Expósito,ESP,MF,Espanyol,La Liga,26,1996,18,11,927,2,1.26,0.58,0.19,0.19,0,1.55
